,"Input dims, index dim",Input size (>95% mem util)*,Sparsity,GPU clock time
0,2; 1,"(44000, 44000)",0.0,0.35604996234178543
1,2; 1,"(44000, 44000)",0.5,0.3559503760188818
2,2; 1,"(44000, 44000)",0.9,0.3557804636657238
3,2; 1,"(44000, 44000)",0.99,0.35351898707449436
