,"Reduce factor, shape, dim",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time py geo (IQR)
564,4 square 0,"(1290, 1290)",0,3328200,16.641,23.068672,0.0005947868688963353(0.0)
565,4 square 1,"(1290, 1290)",0,3328200,16.641,23.068672,0.00039157048100605605(0.0)
566,4 square 0,"(1298, 1298)",0,3369608,16.84804,25.165824,0.0005995602486655116(0.0)
567,4 square 1,"(1298, 1298)",0,3369608,16.84804,25.165824,0.00039396501844748857(0.0)
568,4 square 0,"(1305, 1305)",0,3406050,17.03025,25.165824,0.0006022681994363666(0.0)
569,4 square 1,"(1305, 1305)",0,3406050,17.03025,25.165824,0.0003976337891072035(0.0)
570,4 square 0,"(1313, 1313)",0,3447938,17.23969,25.165824,0.0006040350394323469(0.0)
571,4 square 1,"(1313, 1313)",0,3447938,17.23969,25.165824,0.0004058454907499254(0.0)
572,4 square 0,"(1320, 1320)",0,3484800,17.424,25.165824,0.0006035288795828819(0.0)
573,4 square 1,"(1320, 1320)",0,3484800,17.424,25.165824,0.0004054709803313017(0.0)
574,4 square 0,"(1328, 1328)",0,3527168,17.63584,46.137344,0.0006297821714542806(0.0)
575,4 square 1,"(1328, 1328)",0,3527168,17.63584,46.137344,0.0004167675506323576(0.0)
576,4 square 0,"(1335, 1335)",0,3564450,17.82225,46.137344,0.0006306845904327929(0.0)
577,4 square 1,"(1335, 1335)",0,3564450,17.82225,46.137344,0.0004260520893149078(0.0)
578,4 square 0,"(1342, 1342)",0,3601928,18.00964,46.137344,0.0006330884504131973(0.0)
579,4 square 1,"(1342, 1342)",0,3601928,18.00964,46.137344,0.0004263709904626012(0.0)
580,4 square 0,"(1350, 1350)",0,3645000,18.225,46.137344,0.0006401544786058366(0.0)
581,4 square 1,"(1350, 1350)",0,3645000,18.225,46.137344,0.0004303451511077583(0.0)
582,4 square 0,"(1357, 1357)",0,3682898,18.41449,46.137344,0.000642269579693675(0.0)
583,4 square 1,"(1357, 1357)",0,3682898,18.41449,46.137344,0.00042790278792381286(0.0)
584,4 square 0,"(1364, 1364)",0,3720992,18.60496,46.137344,0.000648718939628452(0.0)
585,4 square 1,"(1364, 1364)",0,3720992,18.60496,46.137344,0.0004289341508410871(0.0)
586,4 square 0,"(1371, 1371)",0,3759282,18.79641,46.137344,0.0006455966993235052(0.0)
587,4 square 1,"(1371, 1371)",0,3759282,18.79641,46.137344,0.00043130235048010945(0.0)
588,4 square 0,"(1378, 1378)",0,3797768,18.98884,46.137344,0.0006499390606768429(0.0)
589,4 square 1,"(1378, 1378)",0,3797768,18.98884,46.137344,0.00043509536189958455(0.0)
590,4 square 0,"(1386, 1386)",0,3841992,19.20996,46.137344,0.0006445128400810062(0.0)
591,4 square 1,"(1386, 1386)",0,3841992,19.20996,46.137344,0.0004421896394342184(0.0)
592,4 square 0,"(1393, 1393)",0,3880898,19.40449,46.137344,0.0006448138109408319(0.0)
593,4 square 1,"(1393, 1393)",0,3880898,19.40449,46.137344,0.0004424629686400294(0.0)
594,4 square 0,"(1400, 1400)",0,3920000,19.6,46.137344,0.0006501488504000008(0.0)
595,4 square 1,"(1400, 1400)",0,3920000,19.6,46.137344,0.00044812531908974053(0.0)
596,4 square 0,"(1407, 1407)",0,3959298,19.79649,46.137344,0.0006492975098080933(0.0)
597,4 square 1,"(1407, 1407)",0,3959298,19.79649,46.137344,0.00045135165099054577(0.0)
598,4 square 0,"(1414, 1414)",0,3998792,19.99396,46.137344,0.0006499671912752092(0.0)
599,4 square 1,"(1414, 1414)",0,3998792,19.99396,46.137344,0.0004536238615401089(0.0)
600,8 square 0,"(223, 223)",0,99458,0.49729,2.097152,0.00024122492177411914(0.0)
601,8 square 1,"(223, 223)",0,99458,0.49729,2.097152,0.00013167903991416098(0.0)
602,8 square 0,"(264, 264)",0,139392,0.69696,2.097152,0.0003219286794774234(0.0)
603,8 square 1,"(264, 264)",0,139392,0.69696,2.097152,0.00013909081928431988(0.0)
604,8 square 0,"(298, 298)",0,177608,0.88804,2.097152,0.00036338187055662274(0.0)
605,8 square 1,"(298, 298)",0,177608,0.88804,2.097152,0.00014809244079515337(0.0)
606,8 square 0,"(330, 330)",0,217800,1.089,2.097152,0.00036594002973288297(0.0)
607,8 square 1,"(330, 330)",0,217800,1.089,2.097152,0.00015394866000860929(0.0)
608,8 square 0,"(358, 358)",0,256328,1.28164,2.097152,0.0004004673380404711(0.0)
609,8 square 1,"(358, 358)",0,256328,1.28164,2.097152,0.00015548318158835174(0.0)
610,8 square 0,"(385, 385)",0,296450,1.48225,23.068672,0.00043049531057477(0.0)
611,8 square 1,"(385, 385)",0,296450,1.48225,23.068672,0.0001514597306959331(0.0)
612,8 square 0,"(410, 410)",0,336200,1.681,23.068672,0.0004031230811960995(0.0)
613,8 square 1,"(410, 410)",0,336200,1.681,23.068672,0.0001569551695138216(0.0)
614,8 square 0,"(433, 433)",0,374978,1.87489,23.068672,0.00046144149964675305(0.0)
615,8 square 1,"(433, 433)",0,374978,1.87489,23.068672,0.00017504735151305795(0.0)
616,8 square 0,"(455, 455)",0,414050,2.07025,23.068672,0.0004934334009885788(0.0)
617,8 square 1,"(455, 455)",0,414050,2.07025,23.068672,0.00016471812967211008(0.0)
618,8 square 0,"(476, 476)",0,453152,2.26576,23.068672,0.0004556458885781467(0.0)
619,8 square 1,"(476, 476)",0,453152,2.26576,23.068672,0.0001634218590334058(0.0)
620,8 square 0,"(496, 496)",0,492032,2.46016,23.068672,0.0005424951389431953(0.0)
621,8 square 1,"(496, 496)",0,492032,2.46016,23.068672,0.00018446574918925762(0.0)
622,8 square 0,"(516, 516)",0,532512,2.66256,23.068672,0.0005254628718830645(0.0)
623,8 square 1,"(516, 516)",0,532512,2.66256,23.068672,0.0001843765703961253(0.0)
624,8 square 0,"(535, 535)",0,572450,2.86225,23.068672,0.00046285127988085153(0.0)
625,8 square 1,"(535, 535)",0,572450,2.86225,23.068672,0.00016757033998146653(0.0)
626,8 square 0,"(553, 553)",0,611618,3.05809,23.068672,0.0005780283594503999(0.0)
627,8 square 1,"(553, 553)",0,611618,3.05809,23.068672,0.0002003204682841897(0.0)
628,8 square 0,"(570, 570)",0,649800,3.249,23.068672,0.0005250460794195533(0.0)
629,8 square 1,"(570, 570)",0,649800,3.249,23.068672,0.00019909434020519258(0.0)
630,8 square 0,"(587, 587)",0,689138,3.44569,23.068672,0.00048075228929519656(0.0)
631,8 square 1,"(587, 587)",0,689138,3.44569,23.068672,0.0001854010089300573(0.0)
632,8 square 0,"(604, 604)",0,729632,3.64816,23.068672,0.0005806317878887057(0.0)
633,8 square 1,"(604, 604)",0,729632,3.64816,23.068672,0.00022267614956945182(0.0)
634,8 square 0,"(620, 620)",0,768800,3.844,23.068672,0.0006056619505397975(0.0)
635,8 square 1,"(620, 620)",0,768800,3.844,23.068672,0.0002216863795183599(0.0)
636,8 square 0,"(636, 636)",0,808992,4.04496,23.068672,0.0004859956400468945(0.0)
637,8 square 1,"(636, 636)",0,808992,4.04496,23.068672,0.00019218530971556902(0.0)
638,8 square 0,"(651, 651)",0,847602,4.23801,23.068672,0.0006802174309268594(0.0)
639,8 square 1,"(651, 651)",0,847602,4.23801,23.068672,0.00023500398034229875(0.0)
640,8 square 0,"(666, 666)",0,887112,4.43556,23.068672,0.0006110054114833474(0.0)
641,8 square 1,"(666, 666)",0,887112,4.43556,23.068672,0.0002383525506593287(0.0)
642,8 square 0,"(680, 680)",0,924800,4.624,25.165824,0.0005000981409102679(0.0)
643,8 square 1,"(680, 680)",0,924800,4.624,25.165824,0.00020467694848775865(0.0)
644,8 square 0,"(695, 695)",0,966050,4.83025,25.165824,0.0005507052084431052(0.0)
645,8 square 1,"(695, 695)",0,966050,4.83025,25.165824,0.00021493764128535986(0.0)
646,8 square 0,"(709, 709)",0,1005362,5.02681,25.165824,0.0006460088002495467(0.0)
647,8 square 1,"(709, 709)",0,1005362,5.02681,25.165824,0.00022723340895026924(0.0)
648,8 square 0,"(722, 722)",0,1042568,5.21284,25.165824,0.0005831052712164819(0.0)
649,8 square 1,"(722, 722)",0,1042568,5.21284,25.165824,0.00021590457996353507(0.0)
650,8 square 0,"(736, 736)",0,1083392,5.41696,23.068672,0.0005619157105684281(0.0)
651,8 square 1,"(736, 736)",0,1083392,5.41696,23.068672,0.000215318170376122(0.0)
652,8 square 0,"(749, 749)",0,1122002,5.61001,23.068672,0.0005713261803612112(0.0)
653,8 square 1,"(749, 749)",0,1122002,5.61001,23.068672,0.0002280640881508589(0.0)
654,8 square 0,"(762, 762)",0,1161288,5.80644,23.068672,0.000639773451257497(0.0)
655,8 square 1,"(762, 762)",0,1161288,5.80644,23.068672,0.00024073666892945766(0.0)
656,8 square 0,"(775, 775)",0,1201250,6.00625,23.068672,0.0006512201111763716(0.0)
657,8 square 1,"(775, 775)",0,1201250,6.00625,23.068672,0.0002280972502194345(0.0)
658,8 square 0,"(788, 788)",0,1241888,6.20944,23.068672,0.0006589121301658451(0.0)
659,8 square 1,"(788, 788)",0,1241888,6.20944,23.068672,0.00025269649922847747(0.0)
660,8 square 0,"(800, 800)",0,1280000,6.4,23.068672,0.0007116349902935326(0.0)
661,8 square 1,"(800, 800)",0,1280000,6.4,23.068672,0.00025723180966451763(0.0)
662,8 square 0,"(812, 812)",0,1318688,6.59344,23.068672,0.0007279498921707272(0.0)
663,8 square 1,"(812, 812)",0,1318688,6.59344,23.068672,0.00026432257844135167(0.0)
664,8 square 0,"(824, 824)",0,1357952,6.78976,23.068672,0.0007251984602771699(0.0)
665,8 square 1,"(824, 824)",0,1357952,6.78976,23.068672,0.0002820150088518858(0.0)
666,8 square 0,"(836, 836)",0,1397792,6.98896,23.068672,0.0007365272892639041(0.0)
667,8 square 1,"(836, 836)",0,1397792,6.98896,23.068672,0.0002789557911455631(0.0)
668,8 square 0,"(848, 848)",0,1438208,7.19104,23.068672,0.000730441128835082(0.0)
669,8 square 1,"(848, 848)",0,1438208,7.19104,23.068672,0.0002856421913020313(0.0)
670,8 square 0,"(859, 859)",0,1475762,7.37881,23.068672,0.0007493413402698934(0.0)
671,8 square 1,"(859, 859)",0,1475762,7.37881,23.068672,0.0002949657081626356(0.0)
672,8 square 0,"(871, 871)",0,1517282,7.58641,23.068672,0.000755623581353575(0.0)
673,8 square 1,"(871, 871)",0,1517282,7.58641,23.068672,0.00029275239910930395(0.0)
674,8 square 0,"(882, 882)",0,1555848,7.77924,23.068672,0.00075430414872244(0.0)
675,8 square 1,"(882, 882)",0,1555848,7.77924,23.068672,0.0002907227398827672(0.0)
676,8 square 0,"(893, 893)",0,1594898,7.97449,23.068672,0.0007646960997954011(0.0)
677,8 square 1,"(893, 893)",0,1594898,7.97449,23.068672,0.0002913564397022128(0.0)
678,8 square 0,"(904, 904)",0,1634432,8.17216,23.068672,0.0007584913005121052(0.0)
679,8 square 1,"(904, 904)",0,1634432,8.17216,23.068672,0.00028915796894580126(0.0)
680,8 square 0,"(915, 915)",0,1674450,8.37225,23.068672,0.0007623751810751856(0.0)
681,8 square 1,"(915, 915)",0,1674450,8.37225,23.068672,0.00028190458193421363(0.0)
682,8 square 0,"(926, 926)",0,1714952,8.57476,23.068672,0.0007632227893918752(0.0)
683,8 square 1,"(926, 926)",0,1714952,8.57476,23.068672,0.0002862031594850123(0.0)
684,8 square 0,"(936, 936)",0,1752192,8.76096,23.068672,0.000749800088815391(0.0)
685,8 square 1,"(936, 936)",0,1752192,8.76096,23.068672,0.00028746956028044226(0.0)
686,8 square 0,"(947, 947)",0,1793618,8.96809,23.068672,0.0007446917798370123(0.0)
687,8 square 1,"(947, 947)",0,1793618,8.96809,23.068672,0.00029183153994381426(0.0)
688,8 square 0,"(957, 957)",0,1831698,9.15849,23.068672,0.0007379035605117679(0.0)
689,8 square 1,"(957, 957)",0,1831698,9.15849,23.068672,0.0002996607101522386(0.0)
690,8 square 0,"(967, 967)",0,1870178,9.35089,23.068672,0.000736307438928634(0.0)
691,8 square 1,"(967, 967)",0,1870178,9.35089,23.068672,0.0003007769398391247(0.0)
692,8 square 0,"(977, 977)",0,1909058,9.54529,23.068672,0.0007712414092384279(0.0)
693,8 square 1,"(977, 977)",0,1909058,9.54529,23.068672,0.00030986260157078504(0.0)
694,8 square 0,"(987, 987)",0,1948338,9.74169,23.068672,0.0007332090381532907(0.0)
695,8 square 1,"(987, 987)",0,1948338,9.74169,23.068672,0.0003160354308784008(0.0)
696,8 square 0,"(997, 997)",0,1988018,9.94009,23.068672,0.0007371464185416698(0.0)
697,8 square 1,"(997, 997)",0,1988018,9.94009,23.068672,0.00031828310107812286(0.0)
698,8 square 0,"(1007, 1007)",0,2028098,10.14049,23.068672,0.0007330308016389608(0.0)
699,8 square 1,"(1007, 1007)",0,2028098,10.14049,23.068672,0.00033072053920477627(0.0)
700,8 square 0,"(1017, 1017)",0,2068578,10.34289,23.068672,0.0007088141795247794(0.0)
701,8 square 1,"(1017, 1017)",0,2068578,10.34289,23.068672,0.000347686861641705(0.0)
702,8 square 0,"(1026, 1026)",0,2105352,10.52676,23.068672,0.0007101941900327801(0.0)
703,8 square 1,"(1026, 1026)",0,2105352,10.52676,23.068672,0.0003322593402117491(0.0)
704,8 square 0,"(1036, 1036)",0,2146592,10.73296,23.068672,0.0006940187490545213(0.0)
705,8 square 1,"(1036, 1036)",0,2146592,10.73296,23.068672,0.00034979487070813776(0.0)
706,8 square 0,"(1045, 1045)",0,2184050,10.92025,23.068672,0.0007042178302071988(0.0)
707,8 square 1,"(1045, 1045)",0,2184050,10.92025,23.068672,0.00035854269051924345(0.0)
708,8 square 0,"(1055, 1055)",0,2226050,11.13025,23.068672,0.0007167016505263746(0.0)
709,8 square 1,"(1055, 1055)",0,2226050,11.13025,23.068672,0.0003529512695968151(0.0)
710,8 square 0,"(1064, 1064)",0,2264192,11.32096,23.068672,0.0007185896392911673(0.0)
711,8 square 1,"(1064, 1064)",0,2264192,11.32096,23.068672,0.0003655318706296384(0.0)
712,8 square 0,"(1073, 1073)",0,2302658,11.51329,23.068672,0.0007310141483321786(0.0)
713,8 square 1,"(1073, 1073)",0,2302658,11.51329,23.068672,0.0003623794810846448(0.0)
714,8 square 0,"(1082, 1082)",0,2341448,11.70724,23.068672,0.0007579994108527899(0.0)
715,8 square 1,"(1082, 1082)",0,2341448,11.70724,23.068672,0.00036991780158132317(0.0)
716,8 square 0,"(1091, 1091)",0,2380562,11.90281,23.068672,0.0007694455492310226(0.0)
717,8 square 1,"(1091, 1091)",0,2380562,11.90281,23.068672,0.00037011135835200547(0.0)
718,8 square 0,"(1100, 1100)",0,2420000,12.1,23.068672,0.0007690437906421721(0.0)
719,8 square 1,"(1100, 1100)",0,2420000,12.1,23.068672,0.0003681441210210323(0.0)
720,8 square 0,"(1109, 1109)",0,2459762,12.29881,23.068672,0.000779748719651252(0.0)
721,8 square 1,"(1109, 1109)",0,2459762,12.29881,23.068672,0.00037615264067426325(0.0)
722,8 square 0,"(1118, 1118)",0,2499848,12.49924,23.068672,0.0007873973599635065(0.0)
723,8 square 1,"(1118, 1118)",0,2499848,12.49924,23.068672,0.00038052754942327735(0.0)
724,8 square 0,"(1127, 1127)",0,2540258,12.70129,23.068672,0.0007936580595560372(0.0)
725,8 square 1,"(1127, 1127)",0,2540258,12.70129,23.068672,0.0003804584196768701(0.0)
726,8 square 0,"(1136, 1136)",0,2580992,12.90496,23.068672,0.0008030475792475044(0.0)
727,8 square 1,"(1136, 1136)",0,2580992,12.90496,23.068672,0.00039244477869942784(0.0)
728,8 square 0,"(1144, 1144)",0,2617472,13.08736,23.068672,0.0008134200819768011(0.0)
729,8 square 1,"(1144, 1144)",0,2617472,13.08736,23.068672,0.0004007515707053244(0.0)
730,8 square 0,"(1153, 1153)",0,2658818,13.29409,23.068672,0.0008296626410447061(0.0)
731,8 square 1,"(1153, 1153)",0,2658818,13.29409,23.068672,0.0003967792191542685(0.0)
732,8 square 0,"(1161, 1161)",0,2695842,13.47921,23.068672,0.0008465407113544643(0.0)
733,8 square 1,"(1161, 1161)",0,2695842,13.47921,23.068672,0.00041004613041877746(0.0)
734,8 square 0,"(1170, 1170)",0,2737800,13.689,23.068672,0.0008514649700373412(0.0)
735,8 square 1,"(1170, 1170)",0,2737800,13.689,23.068672,0.0004157045902684331(0.0)
736,8 square 0,"(1178, 1178)",0,2775368,13.87684,23.068672,0.000861580390483141(0.0)
737,8 square 1,"(1178, 1178)",0,2775368,13.87684,23.068672,0.00042133277049288153(0.0)
738,8 square 0,"(1187, 1187)",0,2817938,14.08969,23.068672,0.0008563050394877792(0.0)
739,8 square 1,"(1187, 1187)",0,2817938,14.08969,23.068672,0.00042358735110610725(0.0)
740,8 square 0,"(1195, 1195)",0,2856050,14.28025,23.068672,0.0008623124589212239(0.0)
741,8 square 1,"(1195, 1195)",0,2856050,14.28025,23.068672,0.0004322438989765942(0.0)
742,8 square 0,"(1203, 1203)",0,2894418,14.47209,23.068672,0.000845959591679275(0.0)
743,8 square 1,"(1203, 1203)",0,2894418,14.47209,23.068672,0.0004359494405798614(0.0)
744,8 square 0,"(1211, 1211)",0,2933042,14.66521,23.068672,0.0008344038296490908(0.0)
745,8 square 1,"(1211, 1211)",0,2933042,14.66521,23.068672,0.0004375301394611597(0.0)
746,8 square 0,"(1219, 1219)",0,2971922,14.85961,23.068672,0.0008203752804547548(0.0)
747,8 square 1,"(1219, 1219)",0,2971922,14.85961,23.068672,0.000434682120103389(0.0)
748,8 square 0,"(1227, 1227)",0,3011058,15.05529,23.068672,0.0008048542798496783(0.0)
749,8 square 1,"(1227, 1227)",0,3011058,15.05529,23.068672,0.00043592466972768306(0.0)
750,8 square 0,"(1235, 1235)",0,3050450,15.25225,23.068672,0.0007885729195550084(0.0)
751,8 square 1,"(1235, 1235)",0,3050450,15.25225,23.068672,0.00043870355933904647(0.0)
752,8 square 0,"(1243, 1243)",0,3090098,15.45049,23.068672,0.0007810178608633578(0.0)
753,8 square 1,"(1243, 1243)",0,3090098,15.45049,23.068672,0.00044387598987668755(0.0)
754,8 square 0,"(1251, 1251)",0,3130002,15.65001,23.068672,0.0007621123502030969(0.0)
755,8 square 1,"(1251, 1251)",0,3130002,15.65001,23.068672,0.000446030180901289(0.0)
756,8 square 0,"(1259, 1259)",0,3170162,15.85081,23.068672,0.000774507389869541(0.0)
757,8 square 1,"(1259, 1259)",0,3170162,15.85081,23.068672,0.0004534078994765878(0.0)
758,8 square 0,"(1267, 1267)",0,3210578,16.05289,23.068672,0.0007924977783113718(0.0)
759,8 square 1,"(1267, 1267)",0,3210578,16.05289,23.068672,0.0004543632082641125(0.0)
760,8 square 0,"(1275, 1275)",0,3251250,16.25625,23.068672,0.0008282694406807423(0.0)
761,8 square 1,"(1275, 1275)",0,3251250,16.25625,23.068672,0.00046913726022467016(0.0)
762,8 square 0,"(1282, 1282)",0,3287048,16.43524,23.068672,0.0008421266591176391(0.0)
763,8 square 1,"(1282, 1282)",0,3287048,16.43524,23.068672,0.0004611125192604959(0.0)
764,8 square 0,"(1290, 1290)",0,3328200,16.641,23.068672,0.0008460104302503168(0.0)
765,8 square 1,"(1290, 1290)",0,3328200,16.641,23.068672,0.00048104439163580535(0.0)
766,8 square 0,"(1298, 1298)",0,3369608,16.84804,23.068672,0.0008530835621058941(0.0)
767,8 square 1,"(1298, 1298)",0,3369608,16.84804,23.068672,0.0004922629008069635(0.0)
768,8 square 0,"(1305, 1305)",0,3406050,17.03025,23.068672,0.000879217421170324(0.0)
769,8 square 1,"(1305, 1305)",0,3406050,17.03025,23.068672,0.0005010537011548876(0.0)
770,8 square 0,"(1313, 1313)",0,3447938,17.23969,23.068672,0.0008885140903294086(0.0)
771,8 square 1,"(1313, 1313)",0,3447938,17.23969,23.068672,0.0005070470902137458(0.0)
772,8 square 0,"(1320, 1320)",0,3484800,17.424,23.068672,0.0008859064104035497(0.0)
773,8 square 1,"(1320, 1320)",0,3484800,17.424,23.068672,0.0005106752808205783(0.0)
774,8 square 0,"(1328, 1328)",0,3527168,17.63584,44.040192,0.0008914908207952976(0.0)
775,8 square 1,"(1328, 1328)",0,3527168,17.63584,44.040192,0.0005057370010763406(0.0)
776,8 square 0,"(1335, 1335)",0,3564450,17.82225,44.040192,0.0008988932915963233(0.0)
777,8 square 1,"(1335, 1335)",0,3564450,17.82225,44.040192,0.0005079323682002724(0.0)
778,8 square 0,"(1342, 1342)",0,3601928,18.00964,44.040192,0.0009128341590985655(0.0)
779,8 square 1,"(1342, 1342)",0,3601928,18.00964,44.040192,0.0005208866717293859(0.0)
780,8 square 0,"(1350, 1350)",0,3645000,18.225,44.040192,0.00091917903162539(0.0)
781,8 square 1,"(1350, 1350)",0,3645000,18.225,44.040192,0.0005189638305455447(0.0)
782,8 square 0,"(1357, 1357)",0,3682898,18.41449,44.040192,0.0009203680697828531(0.0)
783,8 square 1,"(1357, 1357)",0,3682898,18.41449,44.040192,0.000530193739105016(0.0)
784,8 square 0,"(1364, 1364)",0,3720992,18.60496,44.040192,0.0009204734582453966(0.0)
785,8 square 1,"(1364, 1364)",0,3720992,18.60496,44.040192,0.0005258983792737126(0.0)
786,8 square 0,"(1371, 1371)",0,3759282,18.79641,44.040192,0.0009050678904168308(0.0)
787,8 square 1,"(1371, 1371)",0,3759282,18.79641,44.040192,0.0005310812289826571(0.0)
788,8 square 0,"(1378, 1378)",0,3797768,18.98884,44.040192,0.00090419493149966(0.0)
789,8 square 1,"(1378, 1378)",0,3797768,18.98884,44.040192,0.0005427603097632527(0.0)
790,8 square 0,"(1386, 1386)",0,3841992,19.20996,44.040192,0.0008977796509861947(0.0)
791,8 square 1,"(1386, 1386)",0,3841992,19.20996,44.040192,0.0005424778815358877(0.0)
792,8 square 0,"(1393, 1393)",0,3880898,19.40449,44.040192,0.0008975822618231177(0.0)
793,8 square 1,"(1393, 1393)",0,3880898,19.40449,44.040192,0.0005486390693113208(0.0)
794,8 square 0,"(1400, 1400)",0,3920000,19.6,44.040192,0.0008988863206468523(0.0)
795,8 square 1,"(1400, 1400)",0,3920000,19.6,44.040192,0.0005512736807577312(0.0)
796,8 square 0,"(1407, 1407)",0,3959298,19.79649,44.040192,0.000902354100253433(0.0)
797,8 square 1,"(1407, 1407)",0,3959298,19.79649,44.040192,0.0005600561713799834(0.0)
798,8 square 0,"(1414, 1414)",0,3998792,19.99396,44.040192,0.0008966958499513567(0.0)
799,8 square 1,"(1414, 1414)",0,3998792,19.99396,44.040192,0.0005499071697704494(0.0)
