,"Reduce factor, shape, dim",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time py geo (IQR),GPU clock time native (IQR)
770,8 square 0,"(1313, 1313)",0,3447938,17.23969,23.068672,0.0004387070401571691(0.0),0.00043046316830441355(0.0)
771,8 square 1,"(1313, 1313)",0,3447938,17.23969,23.068672,0.00026594699127599594(0.0),0.00019440226024016737(0.0)
772,8 square 0,"(1320, 1320)",0,3484800,17.424,23.068672,0.00043871717061847446(0.0),0.0004273395612835884(0.0)
773,8 square 1,"(1320, 1320)",0,3484800,17.424,23.068672,0.0002686415892094374(0.0),0.00019067090936005114(0.0)
774,8 square 0,"(1328, 1328)",0,3527168,17.63584,23.068672,0.00044198645045980813(0.0),0.00042625341098755597(0.0)
775,8 square 1,"(1328, 1328)",0,3527168,17.63584,23.068672,0.000268913300242275(0.0),0.00019483787938952445(0.0)
776,8 square 0,"(1335, 1335)",0,3564450,17.82225,23.068672,0.00044404404005035755(0.0),0.0004301726189441979(0.0)
777,8 square 1,"(1335, 1335)",0,3564450,17.82225,23.068672,0.000270827729254961(0.0),0.00020808782894164325(0.0)
778,8 square 0,"(1342, 1342)",0,3601928,18.00964,23.068672,0.00045349719934165475(0.0),0.00043804570101201533(0.0)
779,8 square 1,"(1342, 1342)",0,3601928,18.00964,23.068672,0.0002761167217977345(0.0),0.00020245698979124427(0.0)
780,8 square 0,"(1350, 1350)",0,3645000,18.225,23.068672,0.0005562335019931198(0.0),0.00044322519097477197(0.0)
781,8 square 1,"(1350, 1350)",0,3645000,18.225,23.068672,0.00028100977186113597(0.0),0.00024086648831143974(0.0)
782,8 square 0,"(1357, 1357)",0,3682898,18.41449,23.068672,0.0004571190499700606(0.0),0.0004372960818000138(0.0)
783,8 square 1,"(1357, 1357)",0,3682898,18.41449,23.068672,0.0002804696513339877(0.0),0.0002024006797000766(0.0)
784,8 square 0,"(1364, 1364)",0,3720992,18.60496,23.068672,0.0004605632717721164(0.0),0.00043865774990990757(0.0)
785,8 square 1,"(1364, 1364)",0,3720992,18.60496,23.068672,0.00028110475977882743(0.0),0.00022360346047207714(0.0)
786,8 square 0,"(1371, 1371)",0,3759282,18.79641,23.068672,0.0004549458413384855(0.0),0.0004346214304678142(0.0)
787,8 square 1,"(1371, 1371)",0,3759282,18.79641,23.068672,0.0002820410090498626(0.0),0.00020209820941090583(0.0)
788,8 square 0,"(1378, 1378)",0,3797768,18.98884,23.068672,0.0004551427206024528(0.0),0.00043627816019579767(0.0)
789,8 square 1,"(1378, 1378)",0,3797768,18.98884,23.068672,0.00028191319201141595(0.0),0.00022377989953383803(0.0)
790,8 square 0,"(1386, 1386)",0,3841992,19.20996,23.068672,0.0004515025485306978(0.0),0.0004345866688527167(0.0)
791,8 square 1,"(1386, 1386)",0,3841992,19.20996,23.068672,0.0002831260790117085(0.0),0.00020919922972097992(0.0)
792,8 square 0,"(1393, 1393)",0,3880898,19.40449,23.068672,0.00045177334919571877(0.0),0.0004305862984620035(0.0)
793,8 square 1,"(1393, 1393)",0,3880898,19.40449,23.068672,0.00028286196989938615(0.0),0.00022665382828563452(0.0)
794,8 square 0,"(1400, 1400)",0,3920000,19.6,23.068672,0.00044709090841934087(0.0),0.00042907275026664136(0.0)
795,8 square 1,"(1400, 1400)",0,3920000,19.6,23.068672,0.00028378431918099525(0.0),0.00020889325998723506(0.0)
796,8 square 0,"(1407, 1407)",0,3959298,19.79649,23.068672,0.0004502121987752616(0.0),0.000432258159853518(0.0)
797,8 square 1,"(1407, 1407)",0,3959298,19.79649,23.068672,0.00028706622077152134(0.0),0.0002141382684931159(0.0)
798,8 square 0,"(1414, 1414)",0,3998792,19.99396,23.068672,0.0004470523307099938(0.0),0.00042867199052125214(0.0)
799,8 square 1,"(1414, 1414)",0,3998792,19.99396,23.068672,0.0002851095306687057(0.0),0.00021590831922367216(0.0)
