,"Reduce factor, shape, dim",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time py geo (IQR),GPU clock time native (IQR)
0,1 square 0,"(223, 223)",0,99458,0.49729,2.097152,7.926258025690913e-05(0.0),3.523238003253937e-05(0.0)
1,1 square 1,"(223, 223)",0,99458,0.49729,2.097152,6.243878975510597e-05(0.0),1.8479321151971817e-05(0.0)
2,1 square 0,"(264, 264)",0,139392,0.69696,2.097152,8.251713123172522e-05(0.0),3.643664997071028e-05(0.0)
3,1 square 1,"(264, 264)",0,139392,0.69696,2.097152,6.869080010801554e-05(0.0),0.00011645474936813117(0.0)
4,1 square 0,"(298, 298)",0,177608,0.88804,2.097152,8.558201836422085e-05(0.0),3.5605779848992825e-05(0.0)
5,1 square 1,"(298, 298)",0,177608,0.88804,2.097152,7.177341962233186e-05(0.0),1.9020840991288423e-05(0.0)
6,1 square 0,"(330, 330)",0,217800,1.089,2.097152,9.16448701173067e-05(0.0),3.9094178937375546e-05(0.0)
7,1 square 1,"(330, 330)",0,217800,1.089,2.097152,7.104674819856883e-05(0.0),1.982435816898942e-05(0.0)
8,1 square 0,"(358, 358)",0,256328,1.28164,2.097152,9.550618007779121e-05(0.0),4.165079910308123e-05(0.0)
9,1 square 1,"(358, 358)",0,256328,1.28164,2.097152,7.67975184135139e-05(0.0),2.0610450301319362e-05(0.0)
10,1 square 0,"(385, 385)",0,296450,1.48225,23.068672,9.071090025827288e-05(0.0),4.463082877919078e-05(0.0)
11,1 square 1,"(385, 385)",0,296450,1.48225,23.068672,6.705761887133122e-05(0.0),2.1009999327361582e-05(0.0)
12,1 square 0,"(410, 410)",0,336200,1.681,23.068672,9.106347104534507e-05(0.0),4.7349978704005477e-05(0.0)
13,1 square 1,"(410, 410)",0,336200,1.681,23.068672,6.783869117498398e-05(0.0),2.2666829172521828e-05(0.0)
14,1 square 0,"(433, 433)",0,374978,1.87489,23.068672,9.231916163116694e-05(0.0),4.8673979472368954e-05(0.0)
15,1 square 1,"(433, 433)",0,374978,1.87489,23.068672,6.76720798946917e-05(0.0),2.330885035917163e-05(0.0)
16,1 square 0,"(455, 455)",0,414050,2.07025,23.068672,9.736777981743216e-05(0.0),5.116358865052462e-05(0.0)
17,1 square 1,"(455, 455)",0,414050,2.07025,23.068672,6.724755978211761e-05(0.0),2.377453027293086e-05(0.0)
18,1 square 0,"(476, 476)",0,453152,2.26576,23.068672,9.73192905075848e-05(0.0),5.2068091463297606e-05(0.0)
19,1 square 1,"(476, 476)",0,453152,2.26576,23.068672,6.855313898995518e-05(0.0),2.5305121671408414e-05(0.0)
20,1 square 0,"(496, 496)",0,492032,2.46016,23.068672,9.879037970677018e-05(0.0),5.2838849369436504e-05(0.0)
21,1 square 1,"(496, 496)",0,492032,2.46016,23.068672,7.053920067846775e-05(0.0),2.556860912591219e-05(0.0)
22,1 square 0,"(516, 516)",0,532512,2.66256,23.068672,0.00010175627889111638(0.0),5.4868278093636034e-05(0.0)
23,1 square 1,"(516, 516)",0,532512,2.66256,23.068672,7.403490133583545e-05(0.0),2.7229948900640012e-05(0.0)
24,1 square 0,"(535, 535)",0,572450,2.86225,23.068672,0.00010047585936263204(0.0),5.6641229894012215e-05(0.0)
25,1 square 1,"(535, 535)",0,572450,2.86225,23.068672,7.423026952892542e-05(0.0),2.844845876097679e-05(0.0)
26,1 square 0,"(553, 553)",0,611618,3.05809,23.068672,0.00010007461067289114(0.0),5.593138979747891e-05(0.0)
27,1 square 1,"(553, 553)",0,611618,3.05809,23.068672,7.419039029628038e-05(0.0),2.952910028398037e-05(0.0)
28,1 square 0,"(570, 570)",0,649800,3.249,23.068672,0.00010141524020582438(0.0),5.702504888176918e-05(0.0)
29,1 square 1,"(570, 570)",0,649800,3.249,23.068672,7.466037990525365e-05(0.0),3.0056491959840058e-05(0.0)
30,1 square 0,"(587, 587)",0,689138,3.44569,23.068672,0.00010660914937034249(0.0),6.148488027974963e-05(0.0)
31,1 square 1,"(587, 587)",0,689138,3.44569,23.068672,7.512014824897051e-05(0.0),3.127430099993944e-05(0.0)
32,1 square 0,"(604, 604)",0,729632,3.64816,23.068672,0.00011986931087449193(0.0),6.318057887256146e-05(0.0)
33,1 square 1,"(604, 604)",0,729632,3.64816,23.068672,8.067475166171789e-05(0.0),4.007332026958466e-05(0.0)
34,1 square 0,"(620, 620)",0,768800,3.844,23.068672,0.00010889336932450533(0.0),6.454888032749296e-05(0.0)
35,1 square 1,"(620, 620)",0,768800,3.844,23.068672,8.23285710066557e-05(0.0),3.610401879996061e-05(0.0)
36,1 square 0,"(636, 636)",0,808992,4.04496,23.068672,0.0001109385397285223(0.0),6.751778069883584e-05(0.0)
37,1 square 1,"(636, 636)",0,808992,4.04496,23.068672,8.235001936554909e-05(0.0),3.724317066371441e-05(0.0)
38,1 square 0,"(651, 651)",0,847602,4.23801,23.068672,0.00011313718976452947(0.0),6.789800012484193e-05(0.0)
39,1 square 1,"(651, 651)",0,847602,4.23801,23.068672,8.286999072879553e-05(0.0),3.809358924627304e-05(0.0)
40,1 square 0,"(666, 666)",0,887112,4.43556,23.068672,0.00010922448942437768(0.0),6.662890082225204e-05(0.0)
41,1 square 1,"(666, 666)",0,887112,4.43556,23.068672,8.219040930271149e-05(0.0),3.7904931232333184e-05(0.0)
42,1 square 0,"(680, 680)",0,924800,4.624,23.068672,0.00011296816868707538(0.0),6.843511015176773e-05(0.0)
43,1 square 1,"(680, 680)",0,924800,4.624,23.068672,0.00021980666089802981(0.0),4.0025031194090846e-05(0.0)
44,1 square 0,"(695, 695)",0,966050,4.83025,23.068672,0.00011663540033623576(0.0),7.173385005444288e-05(0.0)
45,1 square 1,"(695, 695)",0,966050,4.83025,23.068672,8.563993964344263e-05(0.0),4.205256002023816e-05(0.0)
46,1 square 0,"(709, 709)",0,1005362,5.02681,23.068672,0.00011935082962736487(0.0),7.489552022889256e-05(0.0)
47,1 square 1,"(709, 709)",0,1005362,5.02681,23.068672,8.663390995934606e-05(0.0),4.2452130001038315e-05(0.0)
48,1 square 0,"(722, 722)",0,1042568,5.21284,23.068672,0.00011822639964520932(0.0),7.50437006354332e-05(0.0)
49,1 square 1,"(722, 722)",0,1042568,5.21284,23.068672,8.868479169905186e-05(0.0),4.336544079706073e-05(0.0)
50,1 square 0,"(736, 736)",0,1083392,5.41696,23.068672,0.00012175507843494416(0.0),7.692346116527915e-05(0.0)
51,1 square 1,"(736, 736)",0,1083392,5.41696,23.068672,9.174316888675093e-05(0.0),4.796033026650548e-05(0.0)
52,1 square 0,"(749, 749)",0,1122002,5.61001,23.068672,0.00012454204028472304(0.0),7.87503202445805e-05(0.0)
53,1 square 1,"(749, 749)",0,1122002,5.61001,23.068672,9.190245997160673e-05(0.0),4.9060410819947716e-05(0.0)
54,1 square 0,"(762, 762)",0,1161288,5.80644,23.068672,0.0001247196807526052(0.0),7.894528098404408e-05(0.0)
55,1 square 1,"(762, 762)",0,1161288,5.80644,23.068672,9.13196592591703e-05(0.0),4.7609368339180945e-05(0.0)
56,1 square 0,"(775, 775)",0,1201250,6.00625,23.068672,0.00012596774147823452(0.0),8.218280039727688e-05(0.0)
57,1 square 1,"(775, 775)",0,1201250,6.00625,23.068672,9.467389900237322e-05(0.0),5.097792949527502e-05(0.0)
58,1 square 0,"(788, 788)",0,1241888,6.20944,23.068672,0.00012874167179688812(0.0),8.418016834184528e-05(0.0)
59,1 square 1,"(788, 788)",0,1241888,6.20944,23.068672,9.792193071916699e-05(0.0),5.2119779866188765e-05(0.0)
60,1 square 0,"(800, 800)",0,1280000,6.4,23.068672,0.00013291316106915475(0.0),8.793565910309554e-05(0.0)
61,1 square 1,"(800, 800)",0,1280000,6.4,23.068672,9.816900128498674e-05(0.0),5.254850024357438e-05(0.0)
62,1 square 0,"(812, 812)",0,1318688,6.59344,23.068672,0.00013285314897075297(0.0),8.773638866841793e-05(0.0)
63,1 square 1,"(812, 812)",0,1318688,6.59344,23.068672,9.762779111042618e-05(0.0),5.243907915428281e-05(0.0)
64,1 square 0,"(824, 824)",0,1357952,6.78976,23.068672,0.0001333664101548493(0.0),8.846688084304332e-05(0.0)
65,1 square 1,"(824, 824)",0,1357952,6.78976,23.068672,9.922720957547426e-05(0.0),5.3516121115535495e-05(0.0)
66,1 square 0,"(836, 836)",0,1397792,6.98896,23.068672,0.00013391626067459582(0.0),9.04301879927516e-05(0.0)
67,1 square 1,"(836, 836)",0,1397792,6.98896,23.068672,9.981080889701843e-05(0.0),5.5645960383117196e-05(0.0)
68,1 square 0,"(848, 848)",0,1438208,7.19104,23.068672,0.00014722981955856085(0.0),9.035964962095022e-05(0.0)
69,1 square 1,"(848, 848)",0,1438208,7.19104,23.068672,0.00010028701042756438(0.0),5.623906850814819e-05(0.0)
70,1 square 0,"(859, 859)",0,1475762,7.37881,23.068672,0.00013978534145280718(0.0),9.390986058861018e-05(0.0)
71,1 square 1,"(859, 859)",0,1475762,7.37881,23.068672,0.00010303750168532133(0.0),5.8378519024699923e-05(0.0)
72,1 square 0,"(871, 871)",0,1517282,7.58641,23.068672,0.0001406479813158512(0.0),9.517484111711383e-05(0.0)
73,1 square 1,"(871, 871)",0,1517282,7.58641,23.068672,0.00010590692050755024(0.0),6.080670049414039e-05(0.0)
74,1 square 0,"(882, 882)",0,1555848,7.77924,23.068672,0.00014088483061641454(0.0),9.549124864861369e-05(0.0)
75,1 square 1,"(882, 882)",0,1555848,7.77924,23.068672,0.00010705969994887709(0.0),6.167354062199593e-05(0.0)
76,1 square 0,"(893, 893)",0,1594898,7.97449,23.068672,0.00014244137099012733(0.0),9.721840964630246e-05(0.0)
77,1 square 1,"(893, 893)",0,1594898,7.97449,23.068672,0.00010640396969392896(0.0),6.116267992183567e-05(0.0)
78,1 square 0,"(904, 904)",0,1634432,8.17216,23.068672,0.0001443056878633797(0.0),0.00010021106107160449(0.0)
79,1 square 1,"(904, 904)",0,1634432,8.17216,23.068672,0.00010740446159616113(0.0),6.297469837591052e-05(0.0)
80,1 square 0,"(915, 915)",0,1674450,8.37225,23.068672,0.00014490121975541115(0.0),0.00010029572062194348(0.0)
81,1 square 1,"(915, 915)",0,1674450,8.37225,23.068672,0.00010839512804523111(0.0),6.462753051891923e-05(0.0)
82,1 square 0,"(926, 926)",0,1714952,8.57476,23.068672,0.0001479445700533688(0.0),0.00010243757162243128(0.0)
83,1 square 1,"(926, 926)",0,1714952,8.57476,23.068672,0.00010895989835262299(0.0),6.510483101010322e-05(0.0)
84,1 square 0,"(936, 936)",0,1752192,8.76096,23.068672,0.0001490017701871693(0.0),0.00010380345862358809(0.0)
85,1 square 1,"(936, 936)",0,1752192,8.76096,23.068672,0.0001109281205572188(0.0),6.671065930277109e-05(0.0)
86,1 square 0,"(947, 947)",0,1793618,8.96809,23.068672,0.00014979996951296925(0.0),0.00010507766157388687(0.0)
87,1 square 1,"(947, 947)",0,1793618,8.96809,23.068672,0.00011400833958759905(0.0),6.806390825659037e-05(0.0)
88,1 square 0,"(957, 957)",0,1831698,9.15849,23.068672,0.00015101335942745207(0.0),0.00010496885981410742(0.0)
89,1 square 1,"(957, 957)",0,1831698,9.15849,23.068672,0.00011508205905556679(0.0),6.863790098577737e-05(0.0)
90,1 square 0,"(967, 967)",0,1870178,9.35089,23.068672,0.0001497172098606825(0.0),0.00010430009802803397(0.0)
91,1 square 1,"(967, 967)",0,1870178,9.35089,23.068672,0.00011760392924770714(0.0),7.26779387332499e-05(0.0)
92,1 square 0,"(977, 977)",0,1909058,9.54529,23.068672,0.0001510686706751585(0.0),0.0001057904097251594(0.0)
93,1 square 1,"(977, 977)",0,1909058,9.54529,23.068672,0.00011867685941979289(0.0),7.398529909551144e-05(0.0)
94,1 square 0,"(987, 987)",0,1948338,9.74169,23.068672,0.00015353433089330794(0.0),0.00010832659900188446(0.0)
95,1 square 1,"(987, 987)",0,1948338,9.74169,23.068672,0.0001215722318738699(0.0),7.587088039144874e-05(0.0)
96,1 square 0,"(997, 997)",0,1988018,9.94009,23.068672,0.00015617070952430367(0.0),0.00011030073976144195(0.0)
97,1 square 1,"(997, 997)",0,1988018,9.94009,23.068672,0.00012357702013105154(0.0),7.714737905189394e-05(0.0)
98,1 square 0,"(1007, 1007)",0,2028098,10.14049,23.068672,0.00015821266919374466(0.0),0.0001127969496883452(0.0)
99,1 square 1,"(1007, 1007)",0,2028098,10.14049,23.068672,0.00012384944129735232(0.0),7.825597887858748e-05(0.0)
100,1 square 0,"(1017, 1017)",0,2068578,10.34289,23.068672,0.00040658401092514396(0.0),0.00011321895057335496(0.0)
101,1 square 1,"(1017, 1017)",0,2068578,10.34289,23.068672,0.0003315875004045665(0.0),7.960361894220114e-05(0.0)
102,1 square 0,"(1026, 1026)",0,2105352,10.52676,23.068672,0.0003611261211335659(0.0),0.00011608225991949439(0.0)
103,1 square 1,"(1026, 1026)",0,2105352,10.52676,23.068672,0.00020018457900732755(0.0),8.246714016422629e-05(0.0)
104,1 square 0,"(1036, 1036)",0,2146592,10.73296,23.068672,0.00016096306964755058(0.0),0.00011454766150563956(0.0)
105,1 square 1,"(1036, 1036)",0,2146592,10.73296,23.068672,0.00012995497090741991(0.0),8.465728024020791e-05(0.0)
106,1 square 0,"(1045, 1045)",0,2184050,10.92025,23.068672,0.00016010023886337877(0.0),0.00011486164992675186(0.0)
107,1 square 1,"(1045, 1045)",0,2184050,10.92025,23.068672,0.00013027808163315057(0.0),8.426995016634464e-05(0.0)
108,1 square 0,"(1055, 1055)",0,2226050,11.13025,23.068672,0.00015919683035463096(0.0),0.0001149129495024681(0.0)
109,1 square 1,"(1055, 1055)",0,2226050,11.13025,23.068672,0.00013266579015180468(0.0),8.699138183146715e-05(0.0)
110,1 square 0,"(1064, 1064)",0,2264192,11.32096,23.068672,0.0001612870884127915(0.0),0.00011583729879930615(0.0)
111,1 square 1,"(1064, 1064)",0,2264192,11.32096,23.068672,0.00013467598939314484(0.0),8.904315996915102e-05(0.0)
112,1 square 0,"(1073, 1073)",0,2302658,11.51329,23.068672,0.00016452128998935224(0.0),0.0001183543517254293(0.0)
113,1 square 1,"(1073, 1073)",0,2302658,11.51329,23.068672,0.00013498047133907675(0.0),9.100387105718256e-05(0.0)
114,1 square 0,"(1082, 1082)",0,2341448,11.70724,23.068672,0.00016623293049633503(0.0),0.00012005535885691643(0.0)
115,1 square 1,"(1082, 1082)",0,2341448,11.70724,23.068672,0.00013734834967181088(0.0),9.265819098800421e-05(0.0)
116,1 square 0,"(1091, 1091)",0,2380562,11.90281,23.068672,0.00016708453884348273(0.0),0.0001220721798017621(0.0)
117,1 square 1,"(1091, 1091)",0,2380562,11.90281,23.068672,0.0001394012290984392(0.0),9.346652077510953e-05(0.0)
118,1 square 0,"(1100, 1100)",0,2420000,12.1,23.068672,0.00016922679031267763(0.0),0.0001248239795677364(0.0)
119,1 square 1,"(1100, 1100)",0,2420000,12.1,23.068672,0.00013912530150264501(0.0),9.365236852318048e-05(0.0)
120,1 square 0,"(1109, 1109)",0,2459762,12.29881,23.068672,0.00017046163091436029(0.0),0.00012499570148065685(0.0)
121,1 square 1,"(1109, 1109)",0,2459762,12.29881,23.068672,0.00014093673089519144(0.0),9.556769160553813e-05(0.0)
122,1 square 0,"(1118, 1118)",0,2499848,12.49924,23.068672,0.00017423785058781505(0.0),0.00012750545050948858(0.0)
123,1 square 1,"(1118, 1118)",0,2499848,12.49924,23.068672,0.0001424339599907398(0.0),9.715409018099308e-05(0.0)
124,1 square 0,"(1127, 1127)",0,2540258,12.70129,23.068672,0.00017459243070334197(0.0),0.00012895508902147413(0.0)
125,1 square 1,"(1127, 1127)",0,2540258,12.70129,23.068672,0.00014407285954803228(0.0),9.920446900650859e-05(0.0)
126,1 square 0,"(1136, 1136)",0,2580992,12.90496,23.068672,0.00017516572028398515(0.0),0.00013060269877314566(0.0)
127,1 square 1,"(1136, 1136)",0,2580992,12.90496,23.068672,0.00014324177987873554(0.0),9.890760993584991e-05(0.0)
128,1 square 0,"(1144, 1144)",0,2617472,13.08736,23.068672,0.0001766466093249619(0.0),0.00013218228938058018(0.0)
129,1 square 1,"(1144, 1144)",0,2617472,13.08736,23.068672,0.00014535106951370835(0.0),9.929494000971318e-05(0.0)
130,1 square 0,"(1153, 1153)",0,2658818,13.29409,23.068672,0.00017927719047293068(0.0),0.00013396394904702902(0.0)
131,1 square 1,"(1153, 1153)",0,2658818,13.29409,23.068672,0.00014777184929698706(0.0),0.00010208561085164547(0.0)
132,1 square 0,"(1161, 1161)",0,2695842,13.47921,23.068672,0.00017882912885397673(0.0),0.0001335246185772121(0.0)
133,1 square 1,"(1161, 1161)",0,2695842,13.47921,23.068672,0.00014969036914408207(0.0),0.00010435539996251465(0.0)
134,1 square 0,"(1170, 1170)",0,2737800,13.689,23.068672,0.00017904053907841444(0.0),0.00013340449891984462(0.0)
135,1 square 1,"(1170, 1170)",0,2737800,13.689,23.068672,0.00014958065934479237(0.0),0.00010436462005600333(0.0)
136,1 square 0,"(1178, 1178)",0,2775368,13.87684,23.068672,0.00017808162840083242(0.0),0.0001336125796660781(0.0)
137,1 square 1,"(1178, 1178)",0,2775368,13.87684,23.068672,0.00015009373892098664(0.0),0.00010443005012348295(0.0)
138,1 square 0,"(1187, 1187)",0,2817938,14.08969,23.068672,0.00018036904046311975(0.0),0.00013454455183818935(0.0)
139,1 square 1,"(1187, 1187)",0,2817938,14.08969,23.068672,0.00015062754042446613(0.0),0.0001049225707538426(0.0)
140,1 square 0,"(1195, 1195)",0,2856050,14.28025,23.068672,0.0001803951896727085(0.0),0.00013466577976942062(0.0)
141,1 square 1,"(1195, 1195)",0,2856050,14.28025,23.068672,0.0001502819894813001(0.0),0.00010530499974265695(0.0)
142,1 square 0,"(1203, 1203)",0,2894418,14.47209,23.068672,0.0001810164703056216(0.0),0.00013493056874722242(0.0)
143,1 square 1,"(1203, 1203)",0,2894418,14.47209,23.068672,0.0001518646883778274(0.0),0.00010724876075983047(0.0)
144,1 square 0,"(1211, 1211)",0,2933042,14.66521,23.068672,0.0001801804918795824(0.0),0.00013411904918029906(0.0)
145,1 square 1,"(1211, 1211)",0,2933042,14.66521,23.068672,0.0001519122696481645(0.0),0.00010728243039920927(0.0)
146,1 square 0,"(1219, 1219)",0,2971922,14.85961,23.068672,0.00017991448054090144(0.0),0.0001340556307695806(0.0)
147,1 square 1,"(1219, 1219)",0,2971922,14.85961,23.068672,0.00015272850869223474(0.0),0.00010738182114437222(0.0)
148,1 square 0,"(1227, 1227)",0,3011058,15.05529,23.068672,0.00018044329015538097(0.0),0.00013507053954526783(0.0)
149,1 square 1,"(1227, 1227)",0,3011058,15.05529,23.068672,0.00015559252118691803(0.0),0.0001103192800655961(0.0)
150,1 square 0,"(1235, 1235)",0,3050450,15.25225,23.068672,0.00018211614107713103(0.0),0.0001365490397438407(0.0)
151,1 square 1,"(1235, 1235)",0,3050450,15.25225,23.068672,0.0001570946699939668(0.0),0.00011158175067976116(0.0)
152,1 square 0,"(1243, 1243)",0,3090098,15.45049,23.068672,0.00018430107971653342(0.0),0.00013966502854600548(0.0)
153,1 square 1,"(1243, 1243)",0,3090098,15.45049,23.068672,0.00015839120838791133(0.0),0.00011302087921649217(0.0)
154,1 square 0,"(1251, 1251)",0,3130002,15.65001,23.068672,0.0001846885192207992(0.0),0.00013980970019474625(0.0)
155,1 square 1,"(1251, 1251)",0,3130002,15.65001,23.068672,0.00015971432207152248(0.0),0.00011458342894911766(0.0)
156,1 square 0,"(1259, 1259)",0,3170162,15.85081,23.068672,0.0001885980903171003(0.0),0.000142628219909966(0.0)
157,1 square 1,"(1259, 1259)",0,3170162,15.85081,23.068672,0.00016171899856999518(0.0),0.00011574852978810669(0.0)
158,1 square 0,"(1267, 1267)",0,3210578,16.05289,23.068672,0.00019062893930822612(0.0),0.00014447771944105624(0.0)
159,1 square 1,"(1267, 1267)",0,3210578,16.05289,23.068672,0.00016461096936836838(0.0),0.00011884327977895737(0.0)
160,1 square 0,"(1275, 1275)",0,3251250,16.25625,23.068672,0.00019089194014668465(0.0),0.00014537312090396882(0.0)
161,1 square 1,"(1275, 1275)",0,3251250,16.25625,23.068672,0.0001650661393068731(0.0),0.00011879981029778719(0.0)
162,1 square 0,"(1282, 1282)",0,3287048,16.43524,23.068672,0.0001935720001347363(0.0),0.0001487183407880366(0.0)
163,1 square 1,"(1282, 1282)",0,3287048,16.43524,23.068672,0.00016787203028798103(0.0),0.0001231494196690619(0.0)
164,1 square 0,"(1290, 1290)",0,3328200,16.641,23.068672,0.00019387517124414444(0.0),0.00014931306010112166(0.0)
165,1 square 1,"(1290, 1290)",0,3328200,16.641,23.068672,0.00016971732024103402(0.0),0.00012457963079214095(0.0)
166,1 square 0,"(1298, 1298)",0,3369608,16.84804,23.068672,0.00019798954017460346(0.0),0.00015143957920372487(0.0)
167,1 square 1,"(1298, 1298)",0,3369608,16.84804,23.068672,0.00017286085058003663(0.0),0.00012717942940071225(0.0)
168,1 square 0,"(1305, 1305)",0,3406050,17.03025,23.068672,0.00019922308158129454(0.0),0.0001527866185642779(0.0)
169,1 square 1,"(1305, 1305)",0,3406050,17.03025,23.068672,0.0001721753692254424(0.0),0.00012629416072741152(0.0)
170,1 square 0,"(1313, 1313)",0,3447938,17.23969,23.068672,0.00019970878958702087(0.0),0.00015453792875632643(0.0)
171,1 square 1,"(1313, 1313)",0,3447938,17.23969,23.068672,0.000173108431044966(0.0),0.00012768109096214175(0.0)
172,1 square 0,"(1320, 1320)",0,3484800,17.424,23.068672,0.00020186686888337135(0.0),0.00015703945886343717(0.0)
173,1 square 1,"(1320, 1320)",0,3484800,17.424,23.068672,0.0001763818087056279(0.0),0.00013066784013062715(0.0)
174,1 square 0,"(1328, 1328)",0,3527168,17.63584,44.040192,0.00020282319048419594(0.0),0.0001577511103823781(0.0)
175,1 square 1,"(1328, 1328)",0,3527168,17.63584,44.040192,0.00017802562098950147(0.0),0.00013318489072844386(0.0)
176,1 square 0,"(1335, 1335)",0,3564450,17.82225,44.040192,0.0002061764197424054(0.0),0.0001586147421039641(0.0)
177,1 square 1,"(1335, 1335)",0,3564450,17.82225,44.040192,0.00018183531938120723(0.0),0.0001348332013003528(0.0)
178,1 square 0,"(1342, 1342)",0,3601928,18.00964,44.040192,0.00020740655018016695(0.0),0.00015990338055416943(0.0)
179,1 square 1,"(1342, 1342)",0,3601928,18.00964,44.040192,0.0001824095007032156(0.0),0.00013562339125201107(0.0)
180,1 square 0,"(1350, 1350)",0,3645000,18.225,44.040192,0.0002077936800196767(0.0),0.0001603991212323308(0.0)
181,1 square 1,"(1350, 1350)",0,3645000,18.225,44.040192,0.0001835621800273657(0.0),0.00013651808025315403(0.0)
182,1 square 0,"(1357, 1357)",0,3682898,18.41449,44.040192,0.00020814173854887485(0.0),0.00016136673977598548(0.0)
183,1 square 1,"(1357, 1357)",0,3682898,18.41449,44.040192,0.0001838948205113411(0.0),0.00013644173974171282(0.0)
184,1 square 0,"(1364, 1364)",0,3720992,18.60496,44.040192,0.00020927087171003224(0.0),0.0001627680892124772(0.0)
185,1 square 1,"(1364, 1364)",0,3720992,18.60496,44.040192,0.0001860216399654746(0.0),0.00013833371922373773(0.0)
186,1 square 0,"(1371, 1371)",0,3759282,18.79641,44.040192,0.00021028698887676(0.0),0.00016332565108314156(0.0)
187,1 square 1,"(1371, 1371)",0,3759282,18.79641,44.040192,0.00018626759992912412(0.0),0.000139011200517416(0.0)
188,1 square 0,"(1378, 1378)",0,3797768,18.98884,44.040192,0.00021110003115609288(0.0),0.0001642594113945961(0.0)
189,1 square 1,"(1378, 1378)",0,3797768,18.98884,44.040192,0.00018658740213140846(0.0),0.0001392506598494947(0.0)
190,1 square 0,"(1386, 1386)",0,3841992,19.20996,44.040192,0.00021136561874300242(0.0),0.00016415572026744484(0.0)
191,1 square 1,"(1386, 1386)",0,3841992,19.20996,44.040192,0.00018759510945528745(0.0),0.00014025694923475385(0.0)
192,1 square 0,"(1393, 1393)",0,3880898,19.40449,44.040192,0.0002133353496901691(0.0),0.00016483029117807745(0.0)
193,1 square 1,"(1393, 1393)",0,3880898,19.40449,44.040192,0.00018889266066253186(0.0),0.00014056383166462184(0.0)
194,1 square 0,"(1400, 1400)",0,3920000,19.6,44.040192,0.0002222844585776329(0.0),0.00016550405882298947(0.0)
195,1 square 1,"(1400, 1400)",0,3920000,19.6,44.040192,0.00018945903051644563(0.0),0.00014229691121727227(0.0)
196,1 square 0,"(1407, 1407)",0,3959298,19.79649,44.040192,0.00021400601835921406(0.0),0.00016560915857553483(0.0)
197,1 square 1,"(1407, 1407)",0,3959298,19.79649,44.040192,0.0001911236811429262(0.0),0.00014387178001925348(0.0)
198,1 square 0,"(1414, 1414)",0,3998792,19.99396,44.040192,0.00021514418069273233(0.0),0.00016707112081348896(0.0)
199,1 square 1,"(1414, 1414)",0,3998792,19.99396,44.040192,0.0001923308614641428(0.0),0.0001455722004175186(0.0)
200,2 square 0,"(223, 223)",0,99458,0.49729,2.097152,0.00010631992015987635(0.0),6.225543795153499e-05(0.0)
201,2 square 1,"(223, 223)",0,99458,0.49729,2.097152,6.410835077986122e-05(0.0),2.0303670316934587e-05(0.0)
202,2 square 0,"(264, 264)",0,139392,0.69696,2.097152,9.570846101269126e-05(0.0),4.814899060875177e-05(0.0)
203,2 square 1,"(264, 264)",0,139392,0.69696,2.097152,6.871416000649333e-05(0.0),2.0916529465466737e-05(0.0)
204,2 square 0,"(298, 298)",0,177608,0.88804,2.097152,0.00011551168980076909(0.0),6.620200118049979e-05(0.0)
205,2 square 1,"(298, 298)",0,177608,0.88804,2.097152,7.080189185217023e-05(0.0),2.1262681111693383e-05(0.0)
206,2 square 0,"(330, 330)",0,217800,1.089,2.097152,0.00011356691131368279(0.0),6.197513081133365e-05(0.0)
207,2 square 1,"(330, 330)",0,217800,1.089,2.097152,7.675634929910302e-05(0.0),2.0816540345549584e-05(0.0)
208,2 square 0,"(358, 358)",0,256328,1.28164,2.097152,0.00012005215976387262(0.0),6.627203896641731e-05(0.0)
209,2 square 1,"(358, 358)",0,256328,1.28164,2.097152,7.746979827061296e-05(0.0),2.179960021749139e-05(0.0)
210,2 square 0,"(385, 385)",0,296450,1.48225,23.068672,0.00011518667917698622(0.0),6.992693990468979e-05(0.0)
211,2 square 1,"(385, 385)",0,296450,1.48225,23.068672,7.105347001925111e-05(0.0),2.2298740223050118e-05(0.0)
212,2 square 0,"(410, 410)",0,336200,1.681,23.068672,0.00011291980044916272(0.0),6.858300883322955e-05(0.0)
213,2 square 1,"(410, 410)",0,336200,1.681,23.068672,7.142749149352312e-05(0.0),2.322369022294879e-05(0.0)
214,2 square 0,"(433, 433)",0,374978,1.87489,23.068672,0.00011599579825997352(0.0),7.252064999192953e-05(0.0)
215,2 square 1,"(433, 433)",0,374978,1.87489,23.068672,7.380857830867171e-05(0.0),2.4429068434983493e-05(0.0)
216,2 square 0,"(455, 455)",0,414050,2.07025,23.068672,0.00012693247059360148(0.0),7.505814079195261e-05(0.0)
217,2 square 1,"(455, 455)",0,414050,2.07025,23.068672,7.426123134791851e-05(0.0),2.5112850125879048e-05(0.0)
218,2 square 0,"(476, 476)",0,453152,2.26576,23.068672,0.00011764871887862683(0.0),7.45239295065403e-05(0.0)
219,2 square 1,"(476, 476)",0,453152,2.26576,23.068672,7.446893025189638e-05(0.0),2.654236974194646e-05(0.0)
220,2 square 0,"(496, 496)",0,492032,2.46016,23.068672,0.00011937458999454976(0.0),7.538847159594298e-05(0.0)
221,2 square 1,"(496, 496)",0,492032,2.46016,23.068672,7.419632049277425e-05(0.0),2.657352015376091e-05(0.0)
222,2 square 0,"(516, 516)",0,532512,2.66256,23.068672,0.00012272392166778445(0.0),7.744044996798039e-05(0.0)
