,"Reduce factor, shape, dim",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time py geo (IQR)
254,2 square 0,"(3655, 3655)",0,26718050,133.59025,226.492416,0.001818182529968908(0.0)
255,2 square 1,"(3655, 3655)",0,26718050,133.59025,226.492416,0.001861110390018439(0.0)
256,2 square 0,"(3715, 3715)",0,27602450,138.01225,234.881024,0.0018988275498850271(0.0)
257,2 square 1,"(3715, 3715)",0,27602450,138.01225,234.881024,0.0019288981800491456(0.0)
258,2 square 0,"(3773, 3773)",0,28471058,142.35529,241.17248,0.00196919378999155(0.0)
259,2 square 1,"(3773, 3773)",0,28471058,142.35529,241.17248,0.0019978425301087556(0.0)
260,2 square 0,"(3831, 3831)",0,29353122,146.76561,243.269632,0.0020510245399782434(0.0)
261,2 square 1,"(3831, 3831)",0,29353122,146.76561,243.269632,0.0020648073400661815(0.0)
262,2 square 0,"(3888, 3888)",0,30233088,151.16544,253.755392,0.002123841720022028(0.0)
263,2 square 1,"(3888, 3888)",0,30233088,151.16544,253.755392,0.0021436920498672405(0.0)
264,2 square 0,"(3944, 3944)",0,31110272,155.55136,260.046848,0.002209106740046991(0.0)
265,2 square 1,"(3944, 3944)",0,31110272,155.55136,260.046848,0.002206324510043487(0.0)
266,2 square 0,"(4000, 4000)",0,32000000,160.0,268.435456,0.0022884957199858034(0.0)
267,2 square 1,"(4000, 4000)",0,32000000,160.0,268.435456,0.0022716502399998716(0.0)
268,2 square 0,"(4054, 4054)",0,32869832,164.34916,272.62976,0.002364665389904985(0.0)
269,2 square 1,"(4054, 4054)",0,32869832,164.34916,272.62976,0.0023517933099356015(0.0)
270,2 square 0,"(4108, 4108)",0,33751328,168.75664,283.11552,0.0024453022099623924(0.0)
271,2 square 1,"(4108, 4108)",0,33751328,168.75664,283.11552,0.002422111070045503(0.0)
272,2 square 0,"(4161, 4161)",0,34627842,173.13921,289.406976,0.002531786039908184(0.0)
273,2 square 1,"(4161, 4161)",0,34627842,173.13921,289.406976,0.002488804489985341(0.0)
274,2 square 0,"(4213, 4213)",0,35498738,177.49369,291.504128,0.0026090586300415454(0.0)
275,2 square 1,"(4213, 4213)",0,35498738,177.49369,291.504128,0.0025664681899070273(0.0)
276,2 square 0,"(4265, 4265)",0,36380450,181.90225,299.892736,0.0026884731301106512(0.0)
277,2 square 1,"(4265, 4265)",0,36380450,181.90225,299.892736,0.0026417362899519505(0.0)
278,2 square 0,"(4316, 4316)",0,37255712,186.27856,306.184192,0.0027799331699498(0.0)
279,2 square 1,"(4316, 4316)",0,37255712,186.27856,306.184192,0.002709660019900184(0.0)
280,2 square 0,"(4367, 4367)",0,38141378,190.70689,314.5728,0.002857368360128021(0.0)
