,"Input dims, index dim, reduce factor (RF)",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time (fuse) (IQR),GPU clock time (no fuse) (IQR)
211,2; 0; 8,"(7619, 7619)",0,58050113,116.105938,134.217728,0.0001157099287956953(0.0),0.0001155566400848329(0.0)
212,2; 1; 1,"(7619, 7619)",0,58056780,116.159274,236.978176,0.0010575987910851836(0.0),0.001057702691759914(0.0)
213,2; 1; 2,"(7619, 7619)",0,58052970,116.128794,178.25792,0.0005179681093432009(0.0),0.000517261780332774(0.0)
214,2; 1; 4,"(7619, 7619)",0,58051065,116.113554,148.897792,0.00027974033961072567(0.0),0.0002796275308355689(0.0)
215,2; 1; 8,"(7619, 7619)",0,58050113,116.105938,134.217728,0.00016398341860622169(0.0),0.00017773939995095135(0.0)
216,2; 0; 1,"(7745, 7745)",0,59992770,120.03201,245.366784,0.0009630558802746236(0.0),0.000952774581965059(0.0)
217,2; 0; 2,"(7745, 7745)",0,59988897,120.001026,184.549376,0.0004736366798169911(0.0),0.00047365481965243816(0.0)
218,2; 0; 4,"(7745, 7745)",0,59986961,119.985538,155.189248,0.00024677596054971217(0.0),0.0002467717486433685(0.0)
219,2; 0; 8,"(7745, 7745)",0,59985993,119.977794,140.509184,0.00012102599954232574(0.0),0.00012098161969333887(0.0)
220,2; 1; 1,"(7745, 7745)",0,59992770,120.03201,245.366784,0.0011053591989912093(0.0),0.0011050782608799637(0.0)
221,2; 1; 2,"(7745, 7745)",0,59988897,120.001026,184.549376,0.0005258753895759583(0.0),0.0005249558412469923(0.0)
222,2; 1; 4,"(7745, 7745)",0,59986961,119.985538,155.189248,0.0002906295889988542(0.0),0.0002903176983818412(0.0)
223,2; 1; 8,"(7745, 7745)",0,59985993,119.977794,140.509184,0.0001709885010495782(0.0),0.00017066339030861856(0.0)
224,2; 0; 1,"(7870, 7870)",0,61944770,123.93676,253.755392,0.0009785707597620786(0.0),0.000978784679900855(0.0)
225,2; 0; 2,"(7870, 7870)",0,61940835,123.90528,190.840832,0.0004887293791398406(0.0),0.0004882943606935442(0.0)
226,2; 0; 4,"(7870, 7870)",0,61938867,123.889536,159.383552,0.0002547029010020196(0.0),0.00025440993020311(0.0)
227,2; 0; 8,"(7870, 7870)",0,61937883,123.881664,144.703488,0.00012512627057731151(0.0),0.00012494783150032162(0.0)
228,2; 1; 1,"(7870, 7870)",0,61944770,123.93676,253.755392,0.0011449582292698325(0.0),0.0011457388079725206(0.0)
229,2; 1; 2,"(7870, 7870)",0,61940835,123.90528,190.840832,0.0005593238887377083(0.0),0.0005586751503869891(0.0)
230,2; 1; 4,"(7870, 7870)",0,61938867,123.889536,159.383552,0.0003039470291696489(0.0),0.00030376046895980836(0.0)
231,2; 1; 8,"(7870, 7870)",0,61937883,123.881664,144.703488,0.00020158329978585244(0.0),0.00020105610135942698(0.0)
232,2; 0; 1,"(7993, 7993)",0,63896042,127.840042,257.949696,0.0010046823415905237(0.0),0.0010061180707998574(0.0)
233,2; 0; 2,"(7993, 7993)",0,63892045,127.808066,195.035136,0.0005036159907467663(0.0),0.0005027782893739641(0.0)
234,2; 0; 4,"(7993, 7993)",0,63890047,127.792082,163.577856,0.0002616079687140882(0.0),0.0002613792405463755(0.0)
235,2; 0; 8,"(7993, 7993)",0,63889048,127.78409,146.80064,0.00013012425042688847(0.0),0.00012981155887246132(0.0)
236,2; 1; 1,"(7993, 7993)",0,63896042,127.840042,257.949696,0.0011813231417909264(0.0),0.0011810803809203208(0.0)
237,2; 1; 2,"(7993, 7993)",0,63892045,127.808066,195.035136,0.0005796424904838204(0.0),0.000578766220714897(0.0)
238,2; 1; 4,"(7993, 7993)",0,63890047,127.792082,163.577856,0.00031446014996618034(0.0),0.0003134155692532659(0.0)
239,2; 1; 8,"(7993, 7993)",0,63889048,127.78409,146.80064,0.0001816978002898395(0.0),0.00018197401892393827(0.0)
240,2; 0; 1,"(8113, 8113)",0,65828882,131.706442,266.338304,0.0010294942604377865(0.0),0.001028583119623363(0.0)
241,2; 0; 2,"(8113, 8113)",0,65824825,131.673986,201.326592,0.0005154327815398574(0.0),0.0005149765103124082(0.0)
242,2; 0; 4,"(8113, 8113)",0,65822797,131.657762,167.77216,0.000268541700206697(0.0),0.00026814976008608936(0.0)
243,2; 0; 8,"(8113, 8113)",0,65821783,131.64965,150.994944,0.00013444653013721107(0.0),0.00013398126000538468(0.0)
244,2; 1; 1,"(8113, 8113)",0,65828882,131.706442,266.338304,0.0012133090500719846(0.0),0.0012140023708343507(0.0)
245,2; 1; 2,"(8113, 8113)",0,65824825,131.673986,201.326592,0.0005998020013794303(0.0),0.0005996163305826485(0.0)
246,2; 1; 4,"(8113, 8113)",0,65822797,131.657762,167.77216,0.00032227145042270424(0.0),0.0003223205404356122(0.0)
247,2; 1; 8,"(8113, 8113)",0,65821783,131.64965,150.994944,0.00018982899840921163(0.0),0.0001895010797306895(0.0)
248,2; 0; 1,"(8232, 8232)",0,67774056,135.597504,274.726912,0.0010543282981961965(0.0),0.0010541111906059086(0.0)
249,2; 0; 2,"(8232, 8232)",0,67769940,135.564576,207.618048,0.0005295255710370838(0.0),0.0005290868412703276(0.0)
250,2; 0; 4,"(8232, 8232)",0,67767882,135.548112,174.063616,0.0002760946215130389(0.0),0.0002756588906049728(0.0)
251,2; 0; 8,"(8232, 8232)",0,67766853,135.53988,157.2864,0.0001381153892725706(0.0),0.0001377327716909349(0.0)
252,2; 1; 1,"(8232, 8232)",0,67774056,135.597504,274.726912,0.0012351763900369406(0.0),0.0012347943615168334(0.0)
253,2; 1; 2,"(8232, 8232)",0,67769940,135.564576,207.618048,0.0006196688301861286(0.0),0.0006204258603975176(0.0)
254,2; 1; 4,"(8232, 8232)",0,67767882,135.548112,174.063616,0.00033250802895054224(0.0),0.0003322063689120114(0.0)
255,2; 1; 8,"(8232, 8232)",0,67766853,135.53988,157.2864,0.00021711803041398524(0.0),0.0002168886992149055(0.0)
256,2; 0; 1,"(8349, 8349)",0,69714150,139.478394,283.11552,0.0010840742592699826(0.0),0.0010840451112017035(0.0)
257,2; 0; 2,"(8349, 8349)",0,69709975,139.444994,213.909504,0.0005434918403625489(0.0),0.0005429798713885248(0.0)
258,2; 0; 4,"(8349, 8349)",0,69707888,139.428298,178.25792,0.0002829512092284858(0.0),0.00028264502994716165(0.0)
259,2; 0; 8,"(8349, 8349)",0,69706844,139.419946,161.480704,0.00014252064051106572(0.0),0.0001420265017077327(0.0)
260,2; 1; 1,"(8349, 8349)",0,69714150,139.478394,283.11552,0.0012923361896537244(0.0),0.0012908447696827353(0.0)
261,2; 1; 2,"(8349, 8349)",0,69709975,139.444994,213.909504,0.0006356411008164287(0.0),0.0006352374283596873(0.0)
262,2; 1; 4,"(8349, 8349)",0,69707888,139.428298,178.25792,0.000354748978279531(0.0),0.00035402623005211355(0.0)
263,2; 1; 8,"(8349, 8349)",0,69706844,139.419946,161.480704,0.0002029245300218463(0.0),0.00020254630129784345(0.0)
264,2; 0; 1,"(8465, 8465)",0,71664690,143.38017,291.504128,0.0011096086516045034(0.0),0.001109063511248678(0.0)
265,2; 0; 2,"(8465, 8465)",0,71660457,143.346306,220.20096,0.0005582000012509525(0.0),0.0005571148497983813(0.0)
266,2; 0; 4,"(8465, 8465)",0,71658341,143.329378,184.549376,0.00029053668025881053(0.0),0.00029010516125708817(0.0)
267,2; 0; 8,"(8465, 8465)",0,71657283,143.320914,165.675008,0.00014770375099033118(0.0),0.00014732153154909612(0.0)
268,2; 1; 1,"(8465, 8465)",0,71664690,143.38017,291.504128,0.001304229418747127(0.0),0.0013043671706691384(0.0)
269,2; 1; 2,"(8465, 8465)",0,71660457,143.346306,220.20096,0.0006496462295763195(0.0),0.000649076250847429(0.0)
270,2; 1; 4,"(8465, 8465)",0,71658341,143.329378,184.549376,0.00035376341082155705(0.0),0.0003529944596812129(0.0)
271,2; 1; 8,"(8465, 8465)",0,71657283,143.320914,165.675008,0.00021921199047937988(0.0),0.00021884559188038111(0.0)
272,2; 0; 1,"(8579, 8579)",0,73607820,147.267114,299.892736,0.0011343850707635284(0.0),0.0011330531607381998(0.0)
273,2; 0; 2,"(8579, 8579)",0,73603530,147.232794,226.492416,0.0005699096899479628(0.0),0.0005688385595567524(0.0)
274,2; 0; 4,"(8579, 8579)",0,73601385,147.215634,188.74368,0.00029709589900448917(0.0),0.00029660176951438186(0.0)
275,2; 0; 8,"(8579, 8579)",0,73600313,147.207058,169.869312,0.00015186955220997334(0.0),0.00015156537992879748(0.0)
276,2; 1; 1,"(8579, 8579)",0,73607820,147.267114,299.892736,0.0013328565517440438(0.0),0.0013336958503350615(0.0)
277,2; 1; 2,"(8579, 8579)",0,73603530,147.232794,226.492416,0.0006793074286542833(0.0),0.0006786060007289052(0.0)
278,2; 1; 4,"(8579, 8579)",0,73601385,147.215634,188.74368,0.0003538592904806137(0.0),0.00035361671820282936(0.0)
279,2; 1; 8,"(8579, 8579)",0,73600313,147.207058,169.869312,0.00020257845986634493(0.0),0.00020203131949529053(0.0)
280,2; 0; 1,"(8692, 8692)",0,75559556,151.171264,308.281344,0.0011608745693229138(0.0),0.0011602989817038178(0.0)
281,2; 0; 2,"(8692, 8692)",0,75555210,151.136496,232.783872,0.0005827808706089854(0.0),0.0005832405504770577(0.0)
282,2; 0; 4,"(8692, 8692)",0,75553037,151.119112,195.035136,0.00030422531068325043(0.0),0.00030384969897568226(0.0)
283,2; 0; 8,"(8692, 8692)",0,75551950,151.110416,176.160768,0.00015495920088142156(0.0),0.00015445996075868606(0.0)
284,2; 1; 1,"(8692, 8692)",0,75559556,151.171264,308.281344,0.0013824304682202638(0.0),0.0013817733316682278(0.0)
285,2; 1; 2,"(8692, 8692)",0,75555210,151.136496,232.783872,0.0007062465790659189(0.0),0.000704548149369657(0.0)
286,2; 1; 4,"(8692, 8692)",0,75553037,151.119112,195.035136,0.0003653590800240636(0.0),0.0003648918913677335(0.0)
287,2; 1; 8,"(8692, 8692)",0,75551950,151.110416,176.160768,0.000210317331366241(0.0),0.00021029527997598051(0.0)
288,2; 0; 1,"(8803, 8803)",0,77501612,155.056042,312.475648,0.0011860184092074633(0.0),0.0011856579198502005(0.0)
289,2; 0; 2,"(8803, 8803)",0,77497210,155.020826,234.881024,0.00059857539832592(0.0),0.00059741438832134(0.0)
290,2; 0; 4,"(8803, 8803)",0,77495009,155.003218,197.132288,0.00031250309897586705(0.0),0.00031207639025524256(0.0)
291,2; 0; 8,"(8803, 8803)",0,77493909,154.994418,178.25792,0.00015913010109215974(0.0),0.00015887652058154344(0.0)
292,2; 1; 1,"(8803, 8803)",0,77501612,155.056042,312.475648,0.001402492681518197(0.0),0.0014011804992333054(0.0)
293,2; 1; 2,"(8803, 8803)",0,77497210,155.020826,234.881024,0.0007035574689507484(0.0),0.0007013384578749538(0.0)
294,2; 1; 4,"(8803, 8803)",0,77495009,155.003218,197.132288,0.0003754141414538026(0.0),0.00037549959030002355(0.0)
295,2; 1; 8,"(8803, 8803)",0,77493909,154.994418,178.25792,0.00022794513031840325(0.0),0.00022757493192330003(0.0)
296,2; 0; 1,"(8913, 8913)",0,79450482,158.954442,320.864256,0.0012122631096281112(0.0),0.0012113346508704126(0.0)
297,2; 0; 2,"(8913, 8913)",0,79446025,158.918786,241.17248,0.0006124133104458452(0.0),0.0006115012802183628(0.0)
298,2; 0; 4,"(8913, 8913)",0,79443797,158.900962,201.326592,0.0003184025711379945(0.0),0.0003181417705491185(0.0)
299,2; 0; 8,"(8913, 8913)",0,79442683,158.89205,182.452224,0.00016414260026067495(0.0),0.00016383301932364701(0.0)
300,2; 1; 1,"(8913, 8913)",0,79450482,158.954442,320.864256,0.0014647116814740001(0.0),0.00146509509999305(0.0)
301,2; 1; 2,"(8913, 8913)",0,79446025,158.918786,241.17248,0.0007345768390223384(0.0),0.0007362481113523245(0.0)
302,2; 1; 4,"(8913, 8913)",0,79443797,158.900962,201.326592,0.00038718472933396697(0.0),0.0003865264798514545(0.0)
303,2; 1; 8,"(8913, 8913)",0,79442683,158.89205,182.452224,0.0002300574188120663(0.0),0.0002295539784245193(0.0)
304,2; 0; 1,"(9021, 9021)",0,81387462,162.82905,329.252864,0.0012370896595530212(0.0),0.001237002091947943(0.0)
305,2; 0; 2,"(9021, 9021)",0,81382951,162.792962,247.463936,0.0006255276594310999(0.0),0.0006252940115518868(0.0)
306,2; 0; 4,"(9021, 9021)",0,81380696,162.774922,207.618048,0.000328322967980057(0.0),0.00032580860890448095(0.0)
307,2; 0; 8,"(9021, 9021)",0,81379568,162.765898,186.646528,0.00016738443868234752(0.0),0.00016678420826792716(0.0)
308,2; 1; 1,"(9021, 9021)",0,81387462,162.82905,329.252864,0.0014815421402454376(0.0),0.001482008029706776(0.0)
309,2; 1; 2,"(9021, 9021)",0,81382951,162.792962,247.463936,0.0007407878991216421(0.0),0.0007398172607645392(0.0)
310,2; 1; 4,"(9021, 9021)",0,81380696,162.774922,207.618048,0.0003934625210240483(0.0),0.00039451812859624623(0.0)
311,2; 1; 8,"(9021, 9021)",0,81379568,162.765898,186.646528,0.0002274149190634489(0.0),0.00022702016867697238(0.0)
312,2; 0; 1,"(9128, 9128)",0,83329512,166.713792,337.641472,0.0012634978885762394(0.0),0.001263993098400533(0.0)
313,2; 0; 2,"(9128, 9128)",0,83324948,166.67728,253.755392,0.0006397318607196212(0.0),0.0006387170380912721(0.0)
314,2; 0; 4,"(9128, 9128)",0,83322666,166.659024,211.812352,0.00033393149031326176(0.0),0.0003330172598361969(0.0)
315,2; 0; 8,"(9128, 9128)",0,83321525,166.649896,190.840832,0.00017146827885881067(0.0),0.00017116009024903178(0.0)
316,2; 1; 1,"(9128, 9128)",0,83329512,166.713792,337.641472,0.0015204286202788353(0.0),0.0015225948207080364(0.0)
317,2; 1; 2,"(9128, 9128)",0,83324948,166.67728,253.755392,0.0007734073093160987(0.0),0.0007732824608683586(0.0)
318,2; 1; 4,"(9128, 9128)",0,83322666,166.659024,211.812352,0.0004039083095267415(0.0),0.00040348471142351625(0.0)
319,2; 1; 8,"(9128, 9128)",0,83321525,166.649896,190.840832,0.00024034311063587667(0.0),0.00024046705104410648(0.0)
320,2; 0; 1,"(9234, 9234)",0,85275990,170.607384,346.03008,0.0013150878204032778(0.0),0.0013140290207229554(0.0)
321,2; 0; 2,"(9234, 9234)",0,85271373,170.570448,260.046848,0.0006650417204946279(0.0),0.0006650599604472517(0.0)
322,2; 0; 4,"(9234, 9234)",0,85269064,170.551976,218.103808,0.000347242618445307(0.0),0.00034648296888917685(0.0)
323,2; 0; 8,"(9234, 9234)",0,85267910,170.542744,197.132288,0.00018253395101055502(0.0),0.00018231352791190148(0.0)
324,2; 1; 1,"(9234, 9234)",0,85275990,170.607384,346.03008,0.001508745129685849(0.0),0.0015064985794015228(0.0)
325,2; 1; 2,"(9234, 9234)",0,85271373,170.570448,260.046848,0.0007572915498167276(0.0),0.0007566041499376297(0.0)
326,2; 1; 4,"(9234, 9234)",0,85269064,170.551976,218.103808,0.000420983259100467(0.0),0.000420426509808749(0.0)
327,2; 1; 8,"(9234, 9234)",0,85267910,170.542744,197.132288,0.0002374511188827455(0.0),0.00023698163917288184(0.0)
328,2; 0; 1,"(9339, 9339)",0,87226260,174.508554,354.418688,0.0013156662019900977(0.0),0.0013156647910363972(0.0)
329,2; 0; 2,"(9339, 9339)",0,87221590,174.471194,266.338304,0.0006671081203967333(0.0),0.0006661396799609065(0.0)
330,2; 0; 4,"(9339, 9339)",0,87219255,174.452514,222.298112,0.000347619520034641(0.0),0.00034706657053902747(0.0)
331,2; 0; 8,"(9339, 9339)",0,87218088,174.443178,201.326592,0.00017937045078724622(0.0),0.0001788631803356111(0.0)
332,2; 1; 1,"(9339, 9339)",0,87226260,174.508554,354.418688,0.0016130960895679892(0.0),0.0016139227501116692(0.0)
333,2; 1; 2,"(9339, 9339)",0,87221590,174.471194,266.338304,0.0008102696505375206(0.0),0.0008101557195186615(0.0)
334,2; 1; 4,"(9339, 9339)",0,87219255,174.452514,222.298112,0.0004375764005817473(0.0),0.00043534896802157165(0.0)
335,2; 1; 8,"(9339, 9339)",0,87218088,174.443178,201.326592,0.0002676802105270326(0.0),0.0002689302689395845(0.0)
336,2; 0; 1,"(9442, 9442)",0,89160806,178.378264,362.807296,0.001340699710417539(0.0),0.001340161091648042(0.0)
337,2; 0; 2,"(9442, 9442)",0,89156085,178.340496,272.62976,0.000681139500811696(0.0),0.0006796591985039412(0.0)
338,2; 0; 4,"(9442, 9442)",0,89153724,178.321608,228.589568,0.0003530924790538847(0.0),0.0003525759093463421(0.0)
339,2; 0; 8,"(9442, 9442)",0,89152544,178.312168,205.520896,0.0001834951597265899(0.0),0.0001816856302320957(0.0)
340,2; 1; 1,"(9442, 9442)",0,89160806,178.378264,362.807296,0.0016485808906145393(0.0),0.0016465008398517966(0.0)
341,2; 1; 2,"(9442, 9442)",0,89156085,178.340496,272.62976,0.0008326994301751256(0.0),0.0008319225604645908(0.0)
342,2; 1; 4,"(9442, 9442)",0,89153724,178.321608,228.589568,0.00044164811028167604(0.0),0.00044033873127773403(0.0)
343,2; 1; 8,"(9442, 9442)",0,89152544,178.312168,205.520896,0.00028574664145708084(0.0),0.0002848602714948356(0.0)
344,2; 0; 1,"(9545, 9545)",0,91116570,182.29041,367.0016,0.0013642712705768645(0.0),0.0013639440294355154(0.0)
345,2; 0; 2,"(9545, 9545)",0,91111797,182.252226,276.824064,0.0006925000180490315(0.0),0.0006921750004403294(0.0)
346,2; 0; 4,"(9545, 9545)",0,91109411,182.233138,230.68672,0.0003597691305913031(0.0),0.0003592302091419697(0.0)
347,2; 0; 8,"(9545, 9545)",0,91108218,182.223594,207.618048,0.0001866124593652785(0.0),0.00018594409106299282(0.0)
348,2; 1; 1,"(9545, 9545)",0,91116570,182.29041,367.0016,0.0016859062993898988(0.0),0.0016854850109666586(0.0)
349,2; 1; 2,"(9545, 9545)",0,91111797,182.252226,276.824064,0.0008481594198383391(0.0),0.0008482965710572898(0.0)
350,2; 1; 4,"(9545, 9545)",0,91109411,182.233138,230.68672,0.0004497488494962454(0.0),0.0004490008298307657(0.0)
351,2; 1; 8,"(9545, 9545)",0,91108218,182.223594,207.618048,0.0002587571903131902(0.0),0.0002584114298224449(0.0)
352,2; 0; 1,"(9646, 9646)",0,93054962,186.1678,375.390208,0.001390104489400983(0.0),0.0013905366091057658(0.0)
353,2; 0; 2,"(9646, 9646)",0,93050139,186.129216,283.11552,0.0007048572204075754(0.0),0.0007045850111171603(0.0)
354,2; 0; 4,"(9646, 9646)",0,93047727,186.10992,236.978176,0.0003666402515955269(0.0),0.0003660780796781182(0.0)
355,2; 0; 8,"(9646, 9646)",0,93046521,186.100272,213.909504,0.00018987575080245734(0.0),0.00018953459104523063(0.0)
356,2; 1; 1,"(9646, 9646)",0,93054962,186.1678,375.390208,0.001686331571545452(0.0),0.0016851818794384598(0.0)
357,2; 1; 2,"(9646, 9646)",0,93050139,186.129216,283.11552,0.0008526562200859189(0.0),0.0008519998705014587(0.0)
358,2; 1; 4,"(9646, 9646)",0,93047727,186.10992,236.978176,0.0004613391100428998(0.0),0.00046074907993897795(0.0)
359,2; 1; 8,"(9646, 9646)",0,93046521,186.100272,213.909504,0.00026537623023614287(0.0),0.00026528395945206283(0.0)
360,2; 0; 1,"(9746, 9746)",0,94994262,190.047,383.778816,0.001413943450897932(0.0),0.001413932810537517(0.0)
361,2; 0; 2,"(9746, 9746)",0,94989389,190.008016,289.406976,0.0007167983404360712(0.0),0.0007154958695173263(0.0)
362,2; 0; 4,"(9746, 9746)",0,94986952,189.98852,241.17248,0.0003719813609495759(0.0),0.0003712858399376273(0.0)
363,2; 0; 8,"(9746, 9746)",0,94985734,189.978776,218.103808,0.00019289505900815129(0.0),0.00019221676979213953(0.0)
364,2; 1; 1,"(9746, 9746)",0,94994262,190.047,383.778816,0.0017626746208406984(0.0),0.0017618382396176458(0.0)
365,2; 1; 2,"(9746, 9746)",0,94989389,190.008016,289.406976,0.000875086709856987(0.0),0.0008748602797277272(0.0)
366,2; 1; 4,"(9746, 9746)",0,94986952,189.98852,241.17248,0.0004817816312424839(0.0),0.0004793462320230901(0.0)
367,2; 1; 8,"(9746, 9746)",0,94985734,189.978776,218.103808,0.0002668606396764517(0.0),0.00026674021035432815(0.0)
368,2; 0; 1,"(9846, 9846)",0,96953562,193.9662,392.167424,0.0014400534913875163(0.0),0.001440648918505758(0.0)
369,2; 0; 2,"(9846, 9846)",0,96948639,193.926816,295.698432,0.0007310471311211586(0.0),0.0007298263185657561(0.0)
370,2; 0; 4,"(9846, 9846)",0,96946177,193.90712,247.463936,0.0003786588995717466(0.0),0.00037862915080040695(0.0)
371,2; 0; 8,"(9846, 9846)",0,96944946,193.897272,222.298112,0.00019650639966130258(0.0),0.00019590345909819006(0.0)
372,2; 1; 1,"(9846, 9846)",0,96953562,193.9662,392.167424,0.001806027931161225(0.0),0.0018050672090612352(0.0)
373,2; 1; 2,"(9846, 9846)",0,96948639,193.926816,295.698432,0.0009209385793656111(0.0),0.0009210247499868274(0.0)
374,2; 1; 4,"(9846, 9846)",0,96946177,193.90712,247.463936,0.00047364501049742104(0.0),0.00047299879137426617(0.0)
375,2; 1; 8,"(9846, 9846)",0,96944946,193.897272,222.298112,0.0002669535088352859(0.0),0.00026612672954797747(0.0)
376,2; 0; 1,"(9944, 9944)",0,98893080,197.845824,400.556032,0.001471108489204198(0.0),0.0014711497793905438(0.0)
377,2; 0; 2,"(9944, 9944)",0,98888108,197.806048,301.989888,0.0007454705401323735(0.0),0.0007443614397197962(0.0)
378,2; 0; 4,"(9944, 9944)",0,98885622,197.78616,251.65824,0.0003850578307174146(0.0),0.00038403659127652647(0.0)
379,2; 0; 8,"(9944, 9944)",0,98884379,197.776216,226.492416,0.0001995715103112161(0.0),0.00019885746063664556(0.0)
380,2; 1; 1,"(9944, 9944)",0,98893080,197.845824,400.556032,0.0018438214296475053(0.0),0.001841911389492452(0.0)
381,2; 1; 2,"(9944, 9944)",0,98888108,197.806048,301.989888,0.0009264421905390919(0.0),0.0009272229694761336(0.0)
382,2; 1; 4,"(9944, 9944)",0,98885622,197.78616,251.65824,0.0005129791400395334(0.0),0.0005128259491175414(0.0)
383,2; 1; 8,"(9944, 9944)",0,98884379,197.776216,226.492416,0.00033104365225881336(0.0),0.00033008632948622107(0.0)
384,2; 0; 1,"(10041, 10041)",0,100831722,201.72369,408.94464,0.0014946218393743038(0.0),0.001494840148370713(0.0)
385,2; 0; 2,"(10041, 10041)",0,100826701,201.683522,308.281344,0.0007583806896582245(0.0),0.0007571705896407366(0.0)
386,2; 0; 4,"(10041, 10041)",0,100824191,201.663442,257.949696,0.00039250914007425306(0.0),0.00039191010175272824(0.0)
387,2; 0; 8,"(10041, 10041)",0,100822936,201.653402,232.783872,0.00020466164918616413(0.0),0.00020390741992741822(0.0)
388,2; 1; 1,"(10041, 10041)",0,100831722,201.72369,408.94464,0.0018553323997184635(0.0),0.0018602707493118942(0.0)
389,2; 1; 2,"(10041, 10041)",0,100826701,201.683522,308.281344,0.0009190409490838646(0.0),0.0009181984490714967(0.0)
390,2; 1; 4,"(10041, 10041)",0,100824191,201.663442,257.949696,0.00047283746069297193(0.0),0.00047305647050961854(0.0)
391,2; 1; 8,"(10041, 10041)",0,100822936,201.653402,232.783872,0.00027627276023849844(0.0),0.0002757301297970116(0.0)
392,2; 0; 1,"(10137, 10137)",0,102768906,205.598634,413.138944,0.0015196368005126715(0.0),0.0015205454197712242(0.0)
393,2; 0; 2,"(10137, 10137)",0,102763837,205.558082,310.378496,0.0007713710004463792(0.0),0.000770462981890887(0.0)
394,2; 0; 4,"(10137, 10137)",0,102761303,205.53781,260.046848,0.0004003078117966652(0.0),0.0003982585296034813(0.0)
395,2; 0; 8,"(10137, 10137)",0,102760036,205.527674,234.881024,0.00020761985098943114(0.0),0.00020694808103144169(0.0)
396,2; 1; 1,"(10137, 10137)",0,102768906,205.598634,413.138944,0.0018999463901855052(0.0),0.0019013219885528087(0.0)
397,2; 1; 2,"(10137, 10137)",0,102763837,205.558082,310.378496,0.0009557840600609779(0.0),0.0009546916885301471(0.0)
398,2; 1; 4,"(10137, 10137)",0,102761303,205.53781,260.046848,0.0005021540005691349(0.0),0.0005017709895037115(0.0)
399,2; 1; 8,"(10137, 10137)",0,102760036,205.527674,234.881024,0.00028391003143042327(0.0),0.00028332191053777935(0.0)
400,2; 0; 1,"(10233, 10233)",0,104724522,209.510442,421.527552,0.001549977669492364(0.0),0.0015486574615351857(0.0)
401,2; 0; 2,"(10233, 10233)",0,104719405,209.469506,316.669952,0.0007851748308166862(0.0),0.0007836500485427678(0.0)
402,2; 0; 4,"(10233, 10233)",0,104716847,209.449042,264.241152,0.00040533080929890277(0.0),0.00040462277131155135(0.0)
403,2; 0; 8,"(10233, 10233)",0,104715568,209.43881,239.075328,0.00021059588994830846(0.0),0.00021003964124247432(0.0)
404,2; 1; 1,"(10233, 10233)",0,104724522,209.510442,421.527552,0.0019994599488563835(0.0),0.0020010458189062773(0.0)
405,2; 1; 2,"(10233, 10233)",0,104719405,209.469506,316.669952,0.0009602348692715168(0.0),0.0009590483107604086(0.0)
406,2; 1; 4,"(10233, 10233)",0,104716847,209.449042,264.241152,0.0005105701391585171(0.0),0.0005099734105169773(0.0)
407,2; 1; 8,"(10233, 10233)",0,104715568,209.43881,239.075328,0.0003212405601516366(0.0),0.000320733399130404(0.0)
408,2; 0; 1,"(10327, 10327)",0,106657256,213.376474,429.91616,0.0015723064611665905(0.0),0.0015735455998219549(0.0)
409,2; 0; 2,"(10327, 10327)",0,106652092,213.335162,322.961408,0.0007984472694806755(0.0),0.0007967617711983621(0.0)
410,2; 0; 4,"(10327, 10327)",0,106649510,213.314506,270.532608,0.00041220864048227665(0.0),0.00041089965961873534(0.0)
411,2; 0; 8,"(10327, 10327)",0,106648219,213.304178,243.269632,0.00021372300107032062(0.0),0.0002129974402487278(0.0)
412,2; 1; 1,"(10327, 10327)",0,106657256,213.376474,429.91616,0.001970442309975624(0.0),0.0019825494498945774(0.0)
413,2; 1; 2,"(10327, 10327)",0,106652092,213.335162,322.961408,0.0009903795691207052(0.0),0.0009908541617915034(0.0)
414,2; 1; 4,"(10327, 10327)",0,106649510,213.314506,270.532608,0.0005184870306402444(0.0),0.0005172677198424935(0.0)
415,2; 1; 8,"(10327, 10327)",0,106648219,213.304178,243.269632,0.0003306972701102495(0.0),0.0003296512900851667(0.0)
416,2; 0; 1,"(10421, 10421)",0,108607662,217.27785,438.304768,0.001601778760086745(0.0),0.0016016088402830064(0.0)
417,2; 0; 2,"(10421, 10421)",0,108602451,217.236162,329.252864,0.0008121347008273005(0.0),0.0008103716582991183(0.0)
418,2; 0; 4,"(10421, 10421)",0,108599846,217.215322,274.726912,0.00041921310126781465(0.0),0.00041804418899118903(0.0)
419,2; 0; 8,"(10421, 10421)",0,108598543,217.204898,247.463936,0.00021849875804036856(0.0),0.00021770115010440348(0.0)
420,2; 1; 1,"(10421, 10421)",0,108607662,217.27785,438.304768,0.002053828560747206(0.0),0.002049143498297781(0.0)
421,2; 1; 2,"(10421, 10421)",0,108602451,217.236162,329.252864,0.0010309626604430378(0.0),0.001030108940321952(0.0)
422,2; 1; 4,"(10421, 10421)",0,108599846,217.215322,274.726912,0.0005318431300111115(0.0),0.0005310390098020435(0.0)
423,2; 1; 8,"(10421, 10421)",0,108598543,217.204898,247.463936,0.0003248182195238769(0.0),0.00032362557016313076(0.0)
424,2; 0; 1,"(10514, 10514)",0,110554710,221.172504,446.693376,0.0016284498595632612(0.0),0.001627895119599998(0.0)
