,"Input dims, index dim, reduce factor (RF)",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time (fuse) (IQR),GPU clock time (no fuse) (IQR)
425,2; 0; 2,"(10514, 10514)",0,110549453,221.130448,335.54432,0.0008264750405214727(0.0),0.0008246923703700304(0.0)
426,2; 0; 4,"(10514, 10514)",0,110546824,221.109416,281.018368,0.0004253719700500369(0.0),0.000424764018971473(0.0)
427,2; 0; 8,"(10514, 10514)",0,110545510,221.098904,253.755392,0.00022258750163018704(0.0),0.00022185690933838488(0.0)
428,2; 1; 1,"(10514, 10514)",0,110554710,221.172504,446.693376,0.0020918823312968014(0.0),0.002095817280933261(0.0)
429,2; 1; 2,"(10514, 10514)",0,110549453,221.130448,335.54432,0.0010512768197804688(0.0),0.0010508769587613642(0.0)
430,2; 1; 4,"(10514, 10514)",0,110546824,221.109416,281.018368,0.0005347566306591034(0.0),0.0005328758689574898(0.0)
431,2; 1; 8,"(10514, 10514)",0,110545510,221.098904,253.755392,0.0003054459998384118(0.0),0.0003048420697450638(0.0)
432,2; 0; 1,"(10606, 10606)",0,112497842,225.05932,455.081984,0.0016550502297468484(0.0),0.001654643160291016(0.0)
433,2; 0; 2,"(10606, 10606)",0,112492539,225.016896,341.835776,0.0008401026506908238(0.0),0.0008387512899935245(0.0)
434,2; 0; 4,"(10606, 10606)",0,112489887,224.99568,285.212672,0.00043244956992566586(0.0),0.00043128415010869505(0.0)
435,2; 0; 8,"(10606, 10606)",0,112488561,224.985072,257.949696,0.00022615514928475022(0.0),0.00022505215834826232(0.0)
436,2; 1; 1,"(10606, 10606)",0,112497842,225.05932,455.081984,0.002118661040440202(0.0),0.002120123889762908(0.0)
437,2; 1; 2,"(10606, 10606)",0,112492539,225.016896,341.835776,0.0010620404896326363(0.0),0.0010621186392381788(0.0)
438,2; 1; 4,"(10606, 10606)",0,112489887,224.99568,285.212672,0.0005668575502932072(0.0),0.0005660892999731004(0.0)
439,2; 1; 8,"(10606, 10606)",0,112488561,224.985072,257.949696,0.0003434776607900858(0.0),0.00034288214053958656(0.0)
440,2; 0; 1,"(10697, 10697)",0,114436506,228.937194,463.470592,0.0017076888494193553(0.0),0.0017068412411026656(0.0)
441,2; 0; 2,"(10697, 10697)",0,114431157,228.894402,348.127232,0.0008826429396867752(0.0),0.0008809518301859498(0.0)
442,2; 0; 4,"(10697, 10697)",0,114428483,228.87301,291.504128,0.00043920445954427124(0.0),0.0004381975485011935(0.0)
443,2; 0; 8,"(10697, 10697)",0,114427146,228.862314,262.144,0.00022904983023181558(0.0),0.0002283854689449072(0.0)
444,2; 1; 1,"(10697, 10697)",0,114436506,228.937194,463.470592,0.0021876991097815337(0.0),0.002185999290086329(0.0)
445,2; 1; 2,"(10697, 10697)",0,114431157,228.894402,348.127232,0.0010977558395825326(0.0),0.0010956272087059916(0.0)
446,2; 1; 4,"(10697, 10697)",0,114428483,228.87301,291.504128,0.0005447165877558291(0.0),0.000542913768440485(0.0)
447,2; 1; 8,"(10697, 10697)",0,114427146,228.862314,262.144,0.0003136793989688158(0.0),0.00031315389089286327(0.0)
448,2; 0; 1,"(10788, 10788)",0,116391732,232.848192,467.664896,0.0017307799705304206(0.0),0.0017313079605810345(0.0)
449,2; 0; 2,"(10788, 10788)",0,116386338,232.80504,352.321536,0.0008976545603945851(0.0),0.0008964072982780635(0.0)
450,2; 0; 4,"(10788, 10788)",0,116383641,232.783464,293.60128,0.00044628967065364123(0.0),0.00044500533957034347(0.0)
451,2; 0; 8,"(10788, 10788)",0,116382292,232.772672,264.241152,0.00023299871012568473(0.0),0.00023172970162704587(0.0)
452,2; 1; 1,"(10788, 10788)",0,116391732,232.848192,467.664896,0.0021787466900423168(0.0),0.002177286320365965(0.0)
453,2; 1; 2,"(10788, 10788)",0,116386338,232.80504,352.321536,0.0012260576500557363(0.0),0.0012228205008432268(0.0)
454,2; 1; 4,"(10788, 10788)",0,116383641,232.783464,293.60128,0.0007357903383672237(0.0),0.0007350061484612525(0.0)
455,2; 1; 8,"(10788, 10788)",0,116382292,232.772672,264.241152,0.00034330802969634533(0.0),0.0003428791114129126(0.0)
456,2; 0; 1,"(10878, 10878)",0,118341762,236.748792,476.053504,0.001758767650462687(0.0),0.0017578131519258022(0.0)
457,2; 0; 2,"(10878, 10878)",0,118336323,236.70528,358.612992,0.0009087024815380573(0.0),0.0009071838902309537(0.0)
458,2; 0; 4,"(10878, 10878)",0,118333603,236.68352,299.892736,0.0004534953203983605(0.0),0.0004524822882376611(0.0)
459,2; 0; 8,"(10878, 10878)",0,118332243,236.67264,270.532608,0.00023662897991016507(0.0),0.0002356022410094738(0.0)
460,2; 1; 1,"(10878, 10878)",0,118341762,236.748792,476.053504,0.002354616690427065(0.0),0.002351886909455061(0.0)
461,2; 1; 2,"(10878, 10878)",0,118336323,236.70528,358.612992,0.001605723830871284(0.0),0.0016114493692293763(0.0)
462,2; 1; 4,"(10878, 10878)",0,118333603,236.68352,299.892736,0.0006411373591981829(0.0),0.0006382182310335339(0.0)
463,2; 1; 8,"(10878, 10878)",0,118332243,236.67264,270.532608,0.0003242582199163735(0.0),0.0003247075690887868(0.0)
464,2; 0; 1,"(10967, 10967)",0,120286056,240.637914,484.442112,0.001783470418304205(0.0),0.0017831522109918296(0.0)
465,2; 0; 2,"(10967, 10967)",0,120280572,240.594042,364.904448,0.0009232820896431803(0.0),0.0009209300111979246(0.0)
466,2; 0; 4,"(10967, 10967)",0,120277830,240.572106,304.08704,0.00046089051058515905(0.0),0.0004596560820937157(0.0)
467,2; 0; 8,"(10967, 10967)",0,120276459,240.561138,274.726912,0.00023957174038514496(0.0),0.00023872133810073137(0.0)
468,2; 1; 1,"(10967, 10967)",0,120286056,240.637914,484.442112,0.002243175259791315(0.0),0.0022426241310313346(0.0)
469,2; 1; 2,"(10967, 10967)",0,120280572,240.594042,364.904448,0.001141058928333223(0.0),0.001137510489206761(0.0)
470,2; 1; 4,"(10967, 10967)",0,120277830,240.572106,304.08704,0.000588835240341723(0.0),0.0005884222593158483(0.0)
471,2; 1; 8,"(10967, 10967)",0,120276459,240.561138,274.726912,0.00035698462976142765(0.0),0.0003559623891487718(0.0)
472,2; 0; 1,"(11055, 11055)",0,122224080,244.51449,492.83072,0.0018183907400816678(0.0),0.0018181869597174228(0.0)
473,2; 0; 2,"(11055, 11055)",0,122218552,244.470266,371.195904,0.0009407368395477533(0.0),0.0009405610896646977(0.0)
474,2; 0; 4,"(11055, 11055)",0,122215788,244.448154,310.378496,0.00047284675063565375(0.0),0.00047162213828414677(0.0)
475,2; 0; 8,"(11055, 11055)",0,122214406,244.437098,278.921216,0.000247867270372808(0.0),0.00024687448982149365(0.0)
476,2; 1; 1,"(11055, 11055)",0,122224080,244.51449,492.83072,0.0022301137587055564(0.0),0.002224971610121429(0.0)
477,2; 1; 2,"(11055, 11055)",0,122218552,244.470266,371.195904,0.001145238720346242(0.0),0.0011450418294407427(0.0)
478,2; 1; 4,"(11055, 11055)",0,122215788,244.448154,310.378496,0.0005859214998781681(0.0),0.0005849721096456051(0.0)
479,2; 1; 8,"(11055, 11055)",0,122214406,244.437098,278.921216,0.00033166533801704646(0.0),0.0003308594087138772(0.0)
480,2; 0; 1,"(11143, 11143)",0,124177592,248.422042,501.219328,0.0018371713813394308(0.0),0.0018373242695815862(0.0)
481,2; 0; 2,"(11143, 11143)",0,124172020,248.377466,377.48736,0.000948268489446491(0.0),0.0009462383412756026(0.0)
482,2; 0; 4,"(11143, 11143)",0,124169234,248.355178,314.5728,0.00047423938987776635(0.0),0.00047347815008834(0.0)
483,2; 0; 8,"(11143, 11143)",0,124167841,248.344034,283.11552,0.00024725550087168814(0.0),0.00024613507091999056(0.0)
484,2; 1; 1,"(11143, 11143)",0,124177592,248.422042,501.219328,0.0023353188508190214(0.0),0.0023333825706504286(0.0)
485,2; 1; 2,"(11143, 11143)",0,124172020,248.377466,377.48736,0.00117106462828815(0.0),0.0011699138395488261(0.0)
486,2; 1; 4,"(11143, 11143)",0,124169234,248.355178,314.5728,0.0006310736504383385(0.0),0.0006294706091284752(0.0)
487,2; 1; 8,"(11143, 11143)",0,124167841,248.344034,283.11552,0.0003661298402585089(0.0),0.0003644293104298413(0.0)
488,2; 0; 1,"(11229, 11229)",0,126101670,252.270714,509.607936,0.0018607899895869196(0.0),0.001861351749394089(0.0)
489,2; 0; 2,"(11229, 11229)",0,126096055,252.225794,383.778816,0.0009614037605933845(0.0),0.0009588753618299961(0.0)
490,2; 0; 4,"(11229, 11229)",0,126093248,252.203338,320.864256,0.00048052228055894374(0.0),0.00047926459927111865(0.0)
491,2; 0; 8,"(11229, 11229)",0,126091844,252.192106,289.406976,0.0002512811287306249(0.0),0.00025041938992217185(0.0)
492,2; 1; 1,"(11229, 11229)",0,126101670,252.270714,509.607936,0.0024803010979667305(0.0),0.002477389278355986(0.0)
493,2; 1; 2,"(11229, 11229)",0,126096055,252.225794,383.778816,0.001244838188868016(0.0),0.001243249971885234(0.0)
494,2; 1; 4,"(11229, 11229)",0,126093248,252.203338,320.864256,0.0007782647316344082(0.0),0.0007816140702925623(0.0)
495,2; 1; 8,"(11229, 11229)",0,126091844,252.192106,289.406976,0.00039743995061144235(0.0),0.00039553053909912705(0.0)
496,2; 0; 1,"(11316, 11316)",0,128063172,256.19424,517.996544,0.001887271220330149(0.0),0.0018864490604028105(0.0)
497,2; 0; 2,"(11316, 11316)",0,128057514,256.148976,390.070272,0.0009757876791991293(0.0),0.0009742984501644969(0.0)
498,2; 0; 4,"(11316, 11316)",0,128054685,256.126344,325.05856,0.00048693512100726364(0.0),0.000485386389773339(0.0)
499,2; 0; 8,"(11316, 11316)",0,128053270,256.115024,293.60128,0.0002550604799762368(0.0),0.0002542834007181227(0.0)
500,2; 1; 1,"(11316, 11316)",0,128063172,256.19424,517.996544,0.0024737451202236117(0.0),0.0024740860611200334(0.0)
501,2; 1; 2,"(11316, 11316)",0,128057514,256.148976,390.070272,0.0012612930289469658(0.0),0.0012610253086313605(0.0)
502,2; 1; 4,"(11316, 11316)",0,128054685,256.126344,325.05856,0.0006353026302531362(0.0),0.0006345670414157212(0.0)
503,2; 1; 8,"(11316, 11316)",0,128053270,256.115024,293.60128,0.0004551058099605143(0.0),0.0004529400006867945(0.0)
504,2; 0; 1,"(11401, 11401)",0,129994202,260.05681,522.190848,0.0019153178110718728(0.0),0.001914610678795725(0.0)
505,2; 0; 2,"(11401, 11401)",0,129988501,260.011202,392.167424,0.0009864104795269668(0.0),0.0009849391784518956(0.0)
506,2; 0; 4,"(11401, 11401)",0,129985651,259.988402,327.155712,0.0004924942390061915(0.0),0.0004913455713540316(0.0)
507,2; 0; 8,"(11401, 11401)",0,129984226,259.977002,295.698432,0.00025807888945564625(0.0),0.0002578660799190402(0.0)
508,2; 1; 1,"(11401, 11401)",0,129994202,260.05681,522.190848,0.00250950621208176(0.0),0.002507216071244329(0.0)
509,2; 1; 2,"(11401, 11401)",0,129988501,260.011202,392.167424,0.0012659769621677698(0.0),0.0012664079712703825(0.0)
510,2; 1; 4,"(11401, 11401)",0,129985651,259.988402,327.155712,0.0007600272307172418(0.0),0.0007583721890114248(0.0)
511,2; 1; 8,"(11401, 11401)",0,129984226,259.977002,295.698432,0.00039305052021518347(0.0),0.00039095585001632573(0.0)
512,2; 0; 1,"(11486, 11486)",0,131939682,263.94828,530.579456,0.0019369194004684688(0.0),0.0019361818977631628(0.0)
513,2; 0; 2,"(11486, 11486)",0,131933939,263.902336,398.45888,0.0009975862316787243(0.0),0.0009965926385484636(0.0)
514,2; 0; 4,"(11486, 11486)",0,131931067,263.87936,333.447168,0.0005004273611120879(0.0),0.0004995705396868288(0.0)
515,2; 0; 8,"(11486, 11486)",0,131929631,263.867872,299.892736,0.0002618471207097173(0.0),0.0002605704101733863(0.0)
516,2; 1; 1,"(11486, 11486)",0,131939682,263.94828,530.579456,0.002533661120105535(0.0),0.002531938459724188(0.0)
517,2; 1; 2,"(11486, 11486)",0,131933939,263.902336,398.45888,0.001260511470027268(0.0),0.0012581373797729612(0.0)
518,2; 1; 4,"(11486, 11486)",0,131931067,263.87936,333.447168,0.0006388766691088676(0.0),0.0006374193099327385(0.0)
519,2; 1; 8,"(11486, 11486)",0,131929631,263.867872,299.892736,0.00038731503998860715(0.0),0.0003858399507589638(0.0)
520,2; 0; 1,"(11571, 11571)",0,133899612,267.86865,538.968064,0.0019590754411183296(0.0),0.0019582440494559706(0.0)
521,2; 0; 2,"(11571, 11571)",0,133893826,267.822362,404.750336,0.0010091326688416301(0.0),0.001007457198575139(0.0)
522,2; 0; 4,"(11571, 11571)",0,133890933,267.799218,337.641472,0.0005071035982109607(0.0),0.0005059024202637375(0.0)
523,2; 0; 8,"(11571, 11571)",0,133889487,267.78765,304.08704,0.0002645685710012913(0.0),0.0002635305095463991(0.0)
524,2; 1; 1,"(11571, 11571)",0,133899612,267.86865,538.968064,0.002588699541520327(0.0),0.002580888730008155(0.0)
525,2; 1; 2,"(11571, 11571)",0,133893826,267.822362,404.750336,0.0012838393403217198(0.0),0.0012841480178758503(0.0)
526,2; 1; 4,"(11571, 11571)",0,133890933,267.799218,337.641472,0.0006922511802986265(0.0),0.000691019450314343(0.0)
527,2; 1; 8,"(11571, 11571)",0,133889487,267.78765,304.08704,0.0005295194615609944(0.0),0.0005261493800207972(0.0)
528,2; 0; 1,"(11654, 11654)",0,135827370,271.724664,547.356672,0.001988791290204972(0.0),0.0019887199299409987(0.0)
529,2; 0; 2,"(11654, 11654)",0,135821543,271.678048,411.041792,0.0010246366285718976(0.0),0.0010226358403451741(0.0)
530,2; 0; 4,"(11654, 11654)",0,135818629,271.654736,343.932928,0.0005148108885623515(0.0),0.0005132133583538234(0.0)
531,2; 0; 8,"(11654, 11654)",0,135817172,271.64308,310.378496,0.00026853909017518165(0.0),0.0002675068285316229(0.0)
532,2; 1; 1,"(11654, 11654)",0,135827370,271.724664,547.356672,0.0026099246996454896(0.0),0.002609186568297446(0.0)
533,2; 1; 2,"(11654, 11654)",0,135821543,271.678048,411.041792,0.00124449557159096(0.0),0.001241450400557369(0.0)
534,2; 1; 4,"(11654, 11654)",0,135818629,271.654736,343.932928,0.0006441268790513277(0.0),0.0006430668709799648(0.0)
535,2; 1; 8,"(11654, 11654)",0,135817172,271.64308,310.378496,0.0003865397511981428(0.0),0.0003861125488765538(0.0)
536,2; 0; 1,"(11737, 11737)",0,137768906,275.608234,555.74528,0.0020135660702362656(0.0),0.0020144331990741195(0.0)
537,2; 0; 2,"(11737, 11737)",0,137763037,275.561282,417.333248,0.0010366337304003536(0.0),0.0010343031212687493(0.0)
538,2; 0; 4,"(11737, 11737)",0,137760103,275.53781,348.127232,0.0005214738985523581(0.0),0.00052017523907125(0.0)
539,2; 0; 8,"(11737, 11737)",0,137758636,275.526074,314.5728,0.0002720472286455333(0.0),0.00027102079009637235(0.0)
540,2; 1; 1,"(11737, 11737)",0,137768906,275.608234,555.74528,0.0026638300507329403(0.0),0.0026528534293174745(0.0)
541,2; 1; 2,"(11737, 11737)",0,137763037,275.561282,417.333248,0.0013558374997228383(0.0),0.001353755840100348(0.0)
542,2; 1; 4,"(11737, 11737)",0,137760103,275.53781,348.127232,0.0006623655301518738(0.0),0.0006616158108226955(0.0)
543,2; 1; 8,"(11737, 11737)",0,137758636,275.526074,314.5728,0.00046360485022887586(0.0),0.0004625026695430279(0.0)
544,2; 0; 1,"(11820, 11820)",0,139724220,279.51936,564.133888,0.0020439270394854245(0.0),0.0020431728987023233(0.0)
545,2; 0; 2,"(11820, 11820)",0,139718310,279.47208,423.624704,0.0010508561506867408(0.0),0.0010489270999096334(0.0)
546,2; 0; 4,"(11820, 11820)",0,139715355,279.44844,354.418688,0.0005279411398805678(0.0),0.0005267890589311718(0.0)
547,2; 0; 8,"(11820, 11820)",0,139713877,279.436616,318.767104,0.000275381940882653(0.0),0.00027433806098997593(0.0)
548,2; 1; 1,"(11820, 11820)",0,139724220,279.51936,564.133888,0.002678511489648372(0.0),0.0026693704701028762(0.0)
549,2; 1; 2,"(11820, 11820)",0,139718310,279.47208,423.624704,0.0013527593202888966(0.0),0.0013498623389750718(0.0)
550,2; 1; 4,"(11820, 11820)",0,139715355,279.44844,354.418688,0.0007895847386680543(0.0),0.0007845788588747382(0.0)
551,2; 1; 8,"(11820, 11820)",0,139713877,279.436616,318.767104,0.00038892264012247324(0.0),0.00038789008976891637(0.0)
552,2; 0; 1,"(11902, 11902)",0,141669506,283.410424,572.522496,0.0020699329511262477(0.0),0.0020695810788311066(0.0)
553,2; 0; 2,"(11902, 11902)",0,141663555,283.362816,429.91616,0.0010622061300091445(0.0),0.0010606655105948447(0.0)
554,2; 0; 4,"(11902, 11902)",0,141660579,283.339008,358.612992,0.0005346789909526705(0.0),0.0005327243893407285(0.0)
555,2; 0; 8,"(11902, 11902)",0,141659091,283.327104,322.961408,0.0002796004293486476(0.0),0.0002784357196651399(0.0)
556,2; 1; 1,"(11902, 11902)",0,141669506,283.410424,572.522496,0.0027925471682101488(0.0),0.0028012925409711897(0.0)
557,2; 1; 2,"(11902, 11902)",0,141663555,283.362816,429.91616,0.0013980127312242985(0.0),0.0013931008195504546(0.0)
558,2; 1; 4,"(11902, 11902)",0,141660579,283.339008,358.612992,0.0007788129104301333(0.0),0.0007776637305505574(0.0)
559,2; 1; 8,"(11902, 11902)",0,141659091,283.327104,322.961408,0.0003936774516478181(0.0),0.00039300417061895133(0.0)
560,2; 0; 1,"(11983, 11983)",0,143604272,287.280442,576.7168,0.002093889790121466(0.0),0.002094533008057624(0.0)
561,2; 0; 2,"(11983, 11983)",0,143598280,287.232506,434.110464,0.0010750544490292669(0.0),0.0010728827305138112(0.0)
562,2; 0; 4,"(11983, 11983)",0,143595284,287.208538,362.807296,0.0005410281987860799(0.0),0.0005399578716605902(0.0)
563,2; 0; 8,"(11983, 11983)",0,143593786,287.196554,327.155712,0.00028294655960053205(0.0),0.00028143499046564104(0.0)
564,2; 1; 1,"(11983, 11983)",0,143604272,287.280442,576.7168,0.0028999931691214443(0.0),0.002890639950055629(0.0)
565,2; 1; 2,"(11983, 11983)",0,143598280,287.232506,434.110464,0.001407943689264357(0.0),0.0014131809188984335(0.0)
566,2; 1; 4,"(11983, 11983)",0,143595284,287.208538,362.807296,0.0007979604601860047(0.0),0.0007956727407872677(0.0)
567,2; 1; 8,"(11983, 11983)",0,143593786,287.196554,327.155712,0.00039619921008124945(0.0),0.00039449388161301614(0.0)
568,2; 0; 1,"(12064, 12064)",0,145552160,291.176704,585.105408,0.0021248995000496505(0.0),0.0021267844596877692(0.0)
569,2; 0; 2,"(12064, 12064)",0,145546128,291.128448,440.40192,0.0010879805102013051(0.0),0.0010863418993540108(0.0)
570,2; 0; 4,"(12064, 12064)",0,145543112,291.10432,367.0016,0.0005481513892300427(0.0),0.0005463873501867055(0.0)
571,2; 0; 8,"(12064, 12064)",0,145541604,291.092256,331.350016,0.0002856150106526911(0.0),0.00028450329788029196(0.0)
572,2; 1; 1,"(12064, 12064)",0,145552160,291.176704,585.105408,0.003232316600624472(0.0),0.0032228439184837044(0.0)
573,2; 1; 2,"(12064, 12064)",0,145546128,291.128448,440.40192,0.0022013735305517913(0.0),0.0022011024202220142(0.0)
574,2; 1; 4,"(12064, 12064)",0,145543112,291.10432,367.0016,0.001401548138819635(0.0),0.0013983137113973499(0.0)
575,2; 1; 8,"(12064, 12064)",0,145541604,291.092256,331.350016,0.0007302861288189888(0.0),0.0007298918906599283(0.0)
576,2; 0; 1,"(12144, 12144)",0,147488880,295.050624,593.494016,0.0021486416994594038(0.0),0.002147062609437853(0.0)
577,2; 0; 2,"(12144, 12144)",0,147482808,295.002048,446.693376,0.0010993664502166212(0.0),0.0010981003381311894(0.0)
578,2; 0; 4,"(12144, 12144)",0,147479772,294.97776,373.293056,0.0005551178613677621(0.0),0.0005536861508153379(0.0)
579,2; 0; 8,"(12144, 12144)",0,147478254,294.965616,335.54432,0.00028943322831764817(0.0),0.0002881290507502854(0.0)
580,2; 1; 1,"(12144, 12144)",0,147488880,295.050624,593.494016,0.0029159850091673434(0.0),0.0029299249197356405(0.0)
581,2; 1; 2,"(12144, 12144)",0,147482808,295.002048,446.693376,0.0014660836709663272(0.0),0.001462446169462055(0.0)
582,2; 1; 4,"(12144, 12144)",0,147479772,294.97776,373.293056,0.0009703113394789398(0.0),0.0009668894507922232(0.0)
583,2; 1; 8,"(12144, 12144)",0,147478254,294.965616,335.54432,0.00043764491099864246(0.0),0.0004369895695708692(0.0)
584,2; 0; 1,"(12224, 12224)",0,149438400,298.950144,601.882624,0.0021812647487968206(0.0),0.0021798221184872093(0.0)
585,2; 0; 2,"(12224, 12224)",0,149432288,298.901248,452.984832,0.0011161026218906044(0.0),0.00111267653061077(0.0)
586,2; 0; 4,"(12224, 12224)",0,149429232,298.8768,377.48736,0.000562447039410472(0.0),0.0005611841497011482(0.0)
587,2; 0; 8,"(12224, 12224)",0,149427704,298.864576,339.738624,0.0002931081783026457(0.0),0.000292706920299679(0.0)
588,2; 1; 1,"(12224, 12224)",0,149438400,298.950144,601.882624,0.002757798358798027(0.0),0.002758127050474286(0.0)
589,2; 1; 2,"(12224, 12224)",0,149432288,298.901248,452.984832,0.001408007009886205(0.0),0.00141567142913118(0.0)
590,2; 1; 4,"(12224, 12224)",0,149429232,298.8768,377.48736,0.0007628352614119649(0.0),0.0007566836103796959(0.0)
591,2; 1; 8,"(12224, 12224)",0,149427704,298.864576,339.738624,0.00042664425913244483(0.0),0.00042627444956451656(0.0)
592,2; 0; 1,"(12304, 12304)",0,151400720,302.875264,610.271232,0.0022001238283701242(0.0),0.0021995927090756595(0.0)
593,2; 0; 2,"(12304, 12304)",0,151394568,302.826048,459.276288,0.001129278549924493(0.0),0.0011271495302207768(0.0)
594,2; 0; 4,"(12304, 12304)",0,151391492,302.80144,383.778816,0.0005708219902589917(0.0),0.0005691009317524731(0.0)
595,2; 0; 8,"(12304, 12304)",0,151389954,302.789136,346.03008,0.0002963563287630677(0.0),0.00029521866934373975(0.0)
596,2; 1; 1,"(12304, 12304)",0,151400720,302.875264,610.271232,0.0031523902993649245(0.0),0.0031622270401567222(0.0)
597,2; 1; 2,"(12304, 12304)",0,151394568,302.826048,459.276288,0.0014129677694290877(0.0),0.0014101601508446039(0.0)
598,2; 1; 4,"(12304, 12304)",0,151391492,302.80144,383.778816,0.0007072234805673361(0.0),0.0007061443384736776(0.0)
599,2; 1; 8,"(12304, 12304)",0,151389954,302.789136,346.03008,0.00040543977171182634(0.0),0.0004041196801699698(0.0)
600,2; 0; 1,"(12382, 12382)",0,153326306,306.726904,618.65984,0.002226481600664556(0.0),0.0022258331789635124(0.0)
601,2; 0; 2,"(12382, 12382)",0,153320115,306.677376,465.567744,0.001138452310115099(0.0),0.0011360634793527425(0.0)
602,2; 0; 4,"(12382, 12382)",0,153317019,306.652608,387.97312,0.0005758102308027446(0.0),0.0005738683394156396(0.0)
603,2; 0; 8,"(12382, 12382)",0,153315471,306.640224,350.224384,0.000300254609901458(0.0),0.00029910442186519503(0.0)
604,2; 1; 1,"(12382, 12382)",0,153326306,306.726904,618.65984,0.003211268160957843(0.0),0.003210059581324458(0.0)
605,2; 1; 2,"(12382, 12382)",0,153320115,306.677376,465.567744,0.001453885950613767(0.0),0.001451430390588939(0.0)
606,2; 1; 4,"(12382, 12382)",0,153317019,306.652608,387.97312,0.0007496140711009502(0.0),0.0007465108903124928(0.0)
607,2; 1; 8,"(12382, 12382)",0,153315471,306.640224,350.224384,0.0007618801109492779(0.0),0.0007600655709393323(0.0)
608,2; 0; 1,"(12461, 12461)",0,155288982,310.65273,627.048448,0.002256785868667066(0.0),0.002257714797742665(0.0)
609,2; 0; 2,"(12461, 12461)",0,155282751,310.602882,471.8592,0.0011555760190822184(0.0),0.001153201919514686(0.0)
610,2; 0; 4,"(12461, 12461)",0,155279636,310.577962,394.264576,0.0005829045502468944(0.0),0.0005813325708732009(0.0)
611,2; 0; 8,"(12461, 12461)",0,155278078,310.565498,354.418688,0.00030344845028594135(0.0),0.00030180483823642133(0.0)
612,2; 1; 1,"(12461, 12461)",0,155288982,310.65273,627.048448,0.0031736829015426337(0.0),0.003168794100638479(0.0)
613,2; 1; 2,"(12461, 12461)",0,155282751,310.602882,471.8592,0.001648386879824102(0.0),0.001636991088744253(0.0)
614,2; 1; 4,"(12461, 12461)",0,155279636,310.577962,394.264576,0.001522735240869224(0.0),0.0015185360796749591(0.0)
615,2; 1; 8,"(12461, 12461)",0,155278078,310.565498,354.418688,0.0005581291019916535(0.0),0.0005554885999299586(0.0)
616,2; 0; 1,"(12538, 12538)",0,157213982,314.503192,631.242752,0.002282772418111563(0.0),0.002282361139077693(0.0)
617,2; 0; 2,"(12538, 12538)",0,157207713,314.45304,473.956352,0.0011639477498829364(0.0),0.0011617497890256344(0.0)
618,2; 0; 4,"(12538, 12538)",0,157204578,314.42796,396.361728,0.0005895844893530011(0.0),0.0005878770491108299(0.0)
619,2; 0; 8,"(12538, 12538)",0,157203011,314.415424,356.51584,0.000306308560539037(0.0),0.0003054184792563319(0.0)
620,2; 1; 1,"(12538, 12538)",0,157213982,314.503192,631.242752,0.0031682297680526972(0.0),0.003174069430679083(0.0)
621,2; 1; 2,"(12538, 12538)",0,157207713,314.45304,473.956352,0.0015307905594818293(0.0),0.0015280452510342002(0.0)
622,2; 1; 4,"(12538, 12538)",0,157204578,314.42796,396.361728,0.0010112982499413193(0.0),0.001011963610071689(0.0)
623,2; 1; 8,"(12538, 12538)",0,157203011,314.415424,356.51584,0.0005133595783263445(0.0),0.0005095146992243827(0.0)
624,2; 0; 1,"(12616, 12616)",0,159176072,318.42784,639.63136,0.0023089448502287267(0.0),0.0023087126901373267(0.0)
625,2; 0; 2,"(12616, 12616)",0,159169764,318.377376,480.247808,0.0011809582402929663(0.0),0.0011799008399248122(0.0)
626,2; 0; 4,"(12616, 12616)",0,159166610,318.352144,400.556032,0.0005972292483784258(0.0),0.000595313929952681(0.0)
627,2; 0; 8,"(12616, 12616)",0,159165033,318.339528,360.710144,0.0003109040483832359(0.0),0.00030942285899072887(0.0)
628,2; 1; 1,"(12616, 12616)",0,159176072,318.42784,639.63136,0.003179505851585418(0.0),0.003178031938150525(0.0)
629,2; 1; 2,"(12616, 12616)",0,159169764,318.377376,480.247808,0.0015520153287798166(0.0),0.0015532814199104906(0.0)
630,2; 1; 4,"(12616, 12616)",0,159166610,318.352144,400.556032,0.0008417880209162831(0.0),0.0008398632798343896(0.0)
631,2; 1; 8,"(12616, 12616)",0,159165033,318.339528,360.710144,0.0004604134801775217(0.0),0.0004573862417601049(0.0)
632,2; 0; 1,"(12692, 12692)",0,161099556,322.275264,648.019968,0.0023375411494635043(0.0),0.002337286758702248(0.0)
633,2; 0; 2,"(12692, 12692)",0,161093210,322.224496,486.539264,0.0011915449588559568(0.0),0.0011891430197283625(0.0)
634,2; 0; 4,"(12692, 12692)",0,161090037,322.199112,406.847488,0.0006025987118482589(0.0),0.0006013875105418265(0.0)
635,2; 0; 8,"(12692, 12692)",0,161088450,322.186416,367.0016,0.00031395222060382367(0.0),0.00031295964028686283(0.0)
636,2; 1; 1,"(12692, 12692)",0,161099556,322.275264,648.019968,0.003197970639448613(0.0),0.0031918138801120223(0.0)
637,2; 1; 2,"(12692, 12692)",0,161093210,322.224496,486.539264,0.0017350801709108054(0.0),0.0017341444897465408(0.0)
638,2; 1; 4,"(12692, 12692)",0,161090037,322.199112,406.847488,0.0009192226803861559(0.0),0.0009206614107824862(0.0)
639,2; 1; 8,"(12692, 12692)",0,161088450,322.186416,367.0016,0.0005131732998415828(0.0),0.0005105718784034252(0.0)
