,"Input dims, index dim, reduce factor (RF)",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time (IQR)
266,2; 0; 4,"(8465, 8465)",0,71658341,143.329378,184.549376,0.0002025969699025154(0.0)
267,2; 0; 8,"(8465, 8465)",0,71657283,143.320914,165.675008,0.00010273704072460532(0.0)
268,2; 1; 1,"(8465, 8465)",0,71664690,143.38017,291.504128,0.0009488449804484845(0.0)
269,2; 1; 2,"(8465, 8465)",0,71660457,143.346306,220.20096,0.0004793513403274119(0.0)
270,2; 1; 4,"(8465, 8465)",0,71658341,143.329378,184.549376,0.0002614341105800122(0.0)
271,2; 1; 8,"(8465, 8465)",0,71657283,143.320914,165.675008,0.000182212459621951(0.0)
272,2; 0; 1,"(8579, 8579)",0,73607820,147.267114,299.892736,0.0008089571702294051(0.0)
273,2; 0; 2,"(8579, 8579)",0,73603530,147.232794,226.492416,0.0004075368505436927(0.0)
274,2; 0; 4,"(8579, 8579)",0,73601385,147.215634,188.74368,0.00020717700012028216(0.0)
275,2; 0; 8,"(8579, 8579)",0,73600313,147.207058,169.869312,0.00010574991931207478(0.0)
276,2; 1; 1,"(8579, 8579)",0,73607820,147.267114,299.892736,0.0009720658394508064(0.0)
277,2; 1; 2,"(8579, 8579)",0,73603530,147.232794,226.492416,0.0005046786402817815(0.0)
278,2; 1; 4,"(8579, 8579)",0,73601385,147.215634,188.74368,0.00026361109921708704(0.0)
279,2; 1; 8,"(8579, 8579)",0,73600313,147.207058,169.869312,0.00016342927934601904(0.0)
280,2; 0; 1,"(8692, 8692)",0,75559556,151.171264,308.281344,0.0008300737594254315(0.0)
281,2; 0; 2,"(8692, 8692)",0,75555210,151.136496,232.783872,0.00041717099957168103(0.0)
282,2; 0; 4,"(8692, 8692)",0,75553037,151.119112,195.035136,0.00021193054970353842(0.0)
283,2; 0; 8,"(8692, 8692)",0,75551950,151.110416,176.160768,0.00010824903030879795(0.0)
284,2; 1; 1,"(8692, 8692)",0,75559556,151.171264,308.281344,0.001027950330171734(0.0)
285,2; 1; 2,"(8692, 8692)",0,75555210,151.136496,232.783872,0.0005145237105898559(0.0)
286,2; 1; 4,"(8692, 8692)",0,75553037,151.119112,195.035136,0.00027523280936293305(0.0)
287,2; 1; 8,"(8692, 8692)",0,75551950,151.110416,176.160768,0.00016695601982064546(0.0)
288,2; 0; 1,"(8803, 8803)",0,77501612,155.056042,312.475648,0.0008504002599511296(0.0)
289,2; 0; 2,"(8803, 8803)",0,77497210,155.020826,234.881024,0.0004277683701366186(0.0)
290,2; 0; 4,"(8803, 8803)",0,77495009,155.003218,197.132288,0.00021743391989730297(0.0)
291,2; 0; 8,"(8803, 8803)",0,77493909,154.994418,178.25792,0.0001116582495160401(0.0)
292,2; 1; 1,"(8803, 8803)",0,77501612,155.056042,312.475648,0.00102546535898(0.0)
293,2; 1; 2,"(8803, 8803)",0,77497210,155.020826,234.881024,0.0005199194699525833(0.0)
294,2; 1; 4,"(8803, 8803)",0,77495009,155.003218,197.132288,0.000281249339459464(0.0)
295,2; 1; 8,"(8803, 8803)",0,77493909,154.994418,178.25792,0.00018547861953265965(0.0)
296,2; 0; 1,"(8913, 8913)",0,79450482,158.954442,320.864256,0.000871140129165724(0.0)
297,2; 0; 2,"(8913, 8913)",0,79446025,158.918786,241.17248,0.00043877820018678904(0.0)
298,2; 0; 4,"(8913, 8913)",0,79443797,158.900962,201.326592,0.00022224067011848093(0.0)
299,2; 0; 8,"(8913, 8913)",0,79442683,158.89205,182.452224,0.00011469267075881362(0.0)
300,2; 1; 1,"(8913, 8913)",0,79450482,158.954442,320.864256,0.0010663226596079767(0.0)
301,2; 1; 2,"(8913, 8913)",0,79446025,158.918786,241.17248,0.00055842722998932(0.0)
302,2; 1; 4,"(8913, 8913)",0,79443797,158.900962,201.326592,0.0002881329203955829(0.0)
303,2; 1; 8,"(8913, 8913)",0,79442683,158.89205,182.452224,0.0001824318803846836(0.0)
304,2; 0; 1,"(9021, 9021)",0,81387462,162.82905,329.252864,0.0008923828694969416(0.0)
305,2; 0; 2,"(9021, 9021)",0,81382951,162.792962,247.463936,0.00044826840050518515(0.0)
306,2; 0; 4,"(9021, 9021)",0,81380696,162.774922,207.618048,0.00022813658928498624(0.0)
307,2; 0; 8,"(9021, 9021)",0,81379568,162.765898,186.646528,0.00011697307112626732(0.0)
308,2; 1; 1,"(9021, 9021)",0,81387462,162.82905,329.252864,0.0010927012504544109(0.0)
309,2; 1; 2,"(9021, 9021)",0,81382951,162.792962,247.463936,0.0005492945190053433(0.0)
310,2; 1; 4,"(9021, 9021)",0,81380696,162.774922,207.618048,0.00029276886023581026(0.0)
311,2; 1; 8,"(9021, 9021)",0,81379568,162.765898,186.646528,0.00018029103986918926(0.0)
312,2; 0; 1,"(9128, 9128)",0,83329512,166.713792,337.641472,0.0009131321695167572(0.0)
313,2; 0; 2,"(9128, 9128)",0,83324948,166.67728,253.755392,0.00045935148024000227(0.0)
314,2; 0; 4,"(9128, 9128)",0,83322666,166.659024,211.812352,0.00023356392048299313(0.0)
315,2; 0; 8,"(9128, 9128)",0,83321525,166.649896,190.840832,0.00012015034910291433(0.0)
316,2; 1; 1,"(9128, 9128)",0,83329512,166.713792,337.641472,0.0011034723604097963(0.0)
317,2; 1; 2,"(9128, 9128)",0,83324948,166.67728,253.755392,0.0005735556397121399(0.0)
318,2; 1; 4,"(9128, 9128)",0,83322666,166.659024,211.812352,0.000301814490230754(0.0)
319,2; 1; 8,"(9128, 9128)",0,83321525,166.649896,190.840832,0.00019392985035665333(0.0)
320,2; 0; 1,"(9234, 9234)",0,85275990,170.607384,346.03008,0.000950721490662545(0.0)
321,2; 0; 2,"(9234, 9234)",0,85271373,170.570448,260.046848,0.00047839756938628853(0.0)
322,2; 0; 4,"(9234, 9234)",0,85269064,170.551976,218.103808,0.0002435652492567897(0.0)
323,2; 0; 8,"(9234, 9234)",0,85267910,170.542744,197.132288,0.00012915080995298922(0.0)
324,2; 1; 1,"(9234, 9234)",0,85275990,170.607384,346.03008,0.0011177804099861532(0.0)
325,2; 1; 2,"(9234, 9234)",0,85271373,170.570448,260.046848,0.0005622866097837687(0.0)
326,2; 1; 4,"(9234, 9234)",0,85269064,170.551976,218.103808,0.00031714739045128225(0.0)
327,2; 1; 8,"(9234, 9234)",0,85267910,170.542744,197.132288,0.00019092258997261525(0.0)
328,2; 0; 1,"(9339, 9339)",0,87226260,174.508554,354.418688,0.0009585338202305138(0.0)
329,2; 0; 2,"(9339, 9339)",0,87221590,174.471194,266.338304,0.0004802674893289804(0.0)
330,2; 0; 4,"(9339, 9339)",0,87219255,174.452514,222.298112,0.00024408002966083586(0.0)
331,2; 0; 8,"(9339, 9339)",0,87218088,174.443178,201.326592,0.00012526629026979208(0.0)
332,2; 1; 1,"(9339, 9339)",0,87226260,174.508554,354.418688,0.0011930138699244707(0.0)
333,2; 1; 2,"(9339, 9339)",0,87221590,174.471194,266.338304,0.0005929547897540033(0.0)
334,2; 1; 4,"(9339, 9339)",0,87219255,174.452514,222.298112,0.0003253653703723103(0.0)
335,2; 1; 8,"(9339, 9339)",0,87218088,174.443178,201.326592,0.00022858925047330558(0.0)
336,2; 0; 1,"(9442, 9442)",0,89160806,178.378264,362.807296,0.0009752995008602738(0.0)
337,2; 0; 2,"(9442, 9442)",0,89156085,178.340496,272.62976,0.0004903358709998428(0.0)
338,2; 0; 4,"(9442, 9442)",0,89153724,178.321608,228.589568,0.0002482272498309612(0.0)
339,2; 0; 8,"(9442, 9442)",0,89152544,178.312168,205.520896,0.0001272626605350524(0.0)
340,2; 1; 1,"(9442, 9442)",0,89160806,178.378264,362.807296,0.0012004336703103037(0.0)
341,2; 1; 2,"(9442, 9442)",0,89156085,178.340496,272.62976,0.0006070970499422401(0.0)
342,2; 1; 4,"(9442, 9442)",0,89153724,178.321608,228.589568,0.0003604146104771644(0.0)
343,2; 1; 8,"(9442, 9442)",0,89152544,178.312168,205.520896,0.00022409940022043883(0.0)
344,2; 0; 1,"(9545, 9545)",0,91116570,182.29041,367.0016,0.0009943064290564507(0.0)
345,2; 0; 2,"(9545, 9545)",0,91111797,182.252226,276.824064,0.0004983963607810437(0.0)
346,2; 0; 4,"(9545, 9545)",0,91109411,182.233138,230.68672,0.00025321944965980944(0.0)
347,2; 0; 8,"(9545, 9545)",0,91108218,182.223594,207.618048,0.00013043664046563208(0.0)
348,2; 1; 1,"(9545, 9545)",0,91116570,182.29041,367.0016,0.0012308474804740399(0.0)
349,2; 1; 2,"(9545, 9545)",0,91111797,182.252226,276.824064,0.0006294173002243042(0.0)
350,2; 1; 4,"(9545, 9545)",0,91109411,182.233138,230.68672,0.00033980258041992783(0.0)
351,2; 1; 8,"(9545, 9545)",0,91108218,182.223594,207.618048,0.00021062521962448956(0.0)
352,2; 0; 1,"(9646, 9646)",0,93054962,186.1678,375.390208,0.0010132974304724485(0.0)
353,2; 0; 2,"(9646, 9646)",0,93050139,186.129216,283.11552,0.0005093673407100141(0.0)
354,2; 0; 4,"(9646, 9646)",0,93047727,186.10992,236.978176,0.00025818561087362466(0.0)
355,2; 0; 8,"(9646, 9646)",0,93046521,186.100272,213.909504,0.00013254200923256575(0.0)
356,2; 1; 1,"(9646, 9646)",0,93054962,186.1678,375.390208,0.0012528511497657746(0.0)
357,2; 1; 2,"(9646, 9646)",0,93050139,186.129216,283.11552,0.0006252502603456378(0.0)
358,2; 1; 4,"(9646, 9646)",0,93047727,186.10992,236.978176,0.00035169048001989725(0.0)
359,2; 1; 8,"(9646, 9646)",0,93046521,186.100272,213.909504,0.0002143975207582116(0.0)
360,2; 0; 1,"(9746, 9746)",0,94994262,190.047,383.778816,0.0010335163201671094(0.0)
361,2; 0; 2,"(9746, 9746)",0,94989389,190.008016,289.406976,0.0005185780907049775(0.0)
362,2; 0; 4,"(9746, 9746)",0,94986952,189.98852,241.17248,0.0002620290499180555(0.0)
363,2; 0; 8,"(9746, 9746)",0,94985734,189.978776,218.103808,0.00013477591099217534(0.0)
364,2; 1; 1,"(9746, 9746)",0,94994262,190.047,383.778816,0.001288099370431155(0.0)
365,2; 1; 2,"(9746, 9746)",0,94989389,190.008016,289.406976,0.0006480668496806174(0.0)
366,2; 1; 4,"(9746, 9746)",0,94986952,189.98852,241.17248,0.000406808020779863(0.0)
367,2; 1; 8,"(9746, 9746)",0,94985734,189.978776,218.103808,0.00022067784913815558(0.0)
368,2; 0; 1,"(9846, 9846)",0,96953562,193.9662,392.167424,0.0010536063893232495(0.0)
369,2; 0; 2,"(9846, 9846)",0,96948639,193.926816,295.698432,0.0005311580991838127(0.0)
370,2; 0; 4,"(9846, 9846)",0,96946177,193.90712,247.463936,0.00026724249008111653(0.0)
371,2; 0; 8,"(9846, 9846)",0,96944946,193.897272,222.298112,0.00013672588975168764(0.0)
372,2; 1; 1,"(9846, 9846)",0,96953562,193.9662,392.167424,0.0013263610599096864(0.0)
373,2; 1; 2,"(9846, 9846)",0,96948639,193.926816,295.698432,0.000676608020439744(0.0)
374,2; 1; 4,"(9846, 9846)",0,96946177,193.90712,247.463936,0.0003579252306371927(0.0)
375,2; 1; 8,"(9846, 9846)",0,96944946,193.897272,222.298112,0.00021785745047964156(0.0)
376,2; 0; 1,"(9944, 9944)",0,98893080,197.845824,400.556032,0.001072496100096032(0.0)
377,2; 0; 2,"(9944, 9944)",0,98888108,197.806048,301.989888,0.0005397378699854016(0.0)
378,2; 0; 4,"(9944, 9944)",0,98885622,197.78616,251.65824,0.0002711553603876382(0.0)
379,2; 0; 8,"(9944, 9944)",0,98884379,197.776216,226.492416,0.0001391371409408748(0.0)
380,2; 1; 1,"(9944, 9944)",0,98893080,197.845824,400.556032,0.0013552544196136296(0.0)
381,2; 1; 2,"(9944, 9944)",0,98888108,197.806048,301.989888,0.0006811856699641794(0.0)
382,2; 1; 4,"(9944, 9944)",0,98885622,197.78616,251.65824,0.0004243869590573013(0.0)
383,2; 1; 8,"(9944, 9944)",0,98884379,197.776216,226.492416,0.0002970210905186832(0.0)
384,2; 0; 1,"(10041, 10041)",0,100831722,201.72369,408.94464,0.0010931393993087112(0.0)
385,2; 0; 2,"(10041, 10041)",0,100826701,201.683522,308.281344,0.0005481460201554(0.0)
386,2; 0; 4,"(10041, 10041)",0,100824191,201.663442,257.949696,0.00027756294002756476(0.0)
387,2; 0; 8,"(10041, 10041)",0,100822936,201.653402,232.783872,0.00014229218009859324(0.0)
388,2; 1; 1,"(10041, 10041)",0,100831722,201.72369,408.94464,0.0013746174203697593(0.0)
389,2; 1; 2,"(10041, 10041)",0,100826701,201.683522,308.281344,0.0006910213001538068(0.0)
390,2; 1; 4,"(10041, 10041)",0,100824191,201.663442,257.949696,0.00035313791944645344(0.0)
391,2; 1; 8,"(10041, 10041)",0,100822936,201.653402,232.783872,0.00021733446978032588(0.0)
392,2; 0; 1,"(10137, 10137)",0,102768906,205.598634,413.138944,0.0011131685494910925(0.0)
393,2; 0; 2,"(10137, 10137)",0,102763837,205.558082,310.378496,0.0005584746797103434(0.0)
394,2; 0; 4,"(10137, 10137)",0,102761303,205.53781,260.046848,0.0002815559599548578(0.0)
395,2; 0; 8,"(10137, 10137)",0,102760036,205.527674,234.881024,0.0001452995603904128(0.0)
396,2; 1; 1,"(10137, 10137)",0,102768906,205.598634,413.138944,0.001429364369250834(0.0)
397,2; 1; 2,"(10137, 10137)",0,102763837,205.558082,310.378496,0.0007069699501153082(0.0)
398,2; 1; 4,"(10137, 10137)",0,102761303,205.53781,260.046848,0.00037763177999295295(0.0)
399,2; 1; 8,"(10137, 10137)",0,102760036,205.527674,234.881024,0.00022846082923933865(0.0)
400,2; 0; 1,"(10233, 10233)",0,104724522,209.510442,421.527552,0.0011311123799532651(0.0)
401,2; 0; 2,"(10233, 10233)",0,104719405,209.469506,316.669952,0.0005681427102535963(0.0)
402,2; 0; 4,"(10233, 10233)",0,104716847,209.449042,264.241152,0.0002866011706646532(0.0)
403,2; 0; 8,"(10233, 10233)",0,104715568,209.43881,239.075328,0.00014647657983005047(0.0)
404,2; 1; 1,"(10233, 10233)",0,104724522,209.510442,421.527552,0.0014521960204001516(0.0)
405,2; 1; 2,"(10233, 10233)",0,104719405,209.469506,316.669952,0.0007135272189043462(0.0)
406,2; 1; 4,"(10233, 10233)",0,104716847,209.449042,264.241152,0.00039140493026934564(0.0)
407,2; 1; 8,"(10233, 10233)",0,104715568,209.43881,239.075328,0.00027199796051718294(0.0)
408,2; 0; 1,"(10327, 10327)",0,106657256,213.376474,429.91616,0.001153578000376001(0.0)
409,2; 0; 2,"(10327, 10327)",0,106652092,213.335162,322.961408,0.0005787320691160858(0.0)
410,2; 0; 4,"(10327, 10327)",0,106649510,213.314506,270.532608,0.00029162975028157234(0.0)
411,2; 0; 8,"(10327, 10327)",0,106648219,213.304178,243.269632,0.0001491012203041464(0.0)
412,2; 1; 1,"(10327, 10327)",0,106657256,213.376474,429.91616,0.0014502931502647699(0.0)
413,2; 1; 2,"(10327, 10327)",0,106652092,213.335162,322.961408,0.0007330534304492175(0.0)
414,2; 1; 4,"(10327, 10327)",0,106649510,213.314506,270.532608,0.0003936874400824308(0.0)
415,2; 1; 8,"(10327, 10327)",0,106648219,213.304178,243.269632,0.00027323369053192434(0.0)
416,2; 0; 1,"(10421, 10421)",0,108607662,217.27785,438.304768,0.0011707852396648378(0.0)
417,2; 0; 2,"(10421, 10421)",0,108602451,217.236162,329.252864,0.0005889229697640985(0.0)
418,2; 0; 4,"(10421, 10421)",0,108599846,217.215322,274.726912,0.0002962596795987338(0.0)
419,2; 0; 8,"(10421, 10421)",0,108598543,217.204898,247.463936,0.00015153269981965422(0.0)
420,2; 1; 1,"(10421, 10421)",0,108607662,217.27785,438.304768,0.0014907984796445816(0.0)
421,2; 1; 2,"(10421, 10421)",0,108602451,217.236162,329.252864,0.0007740112999454141(0.0)
422,2; 1; 4,"(10421, 10421)",0,108599846,217.215322,274.726912,0.0004125505895353854(0.0)
423,2; 1; 8,"(10421, 10421)",0,108598543,217.204898,247.463936,0.0002775360003579408(0.0)
424,2; 0; 1,"(10514, 10514)",0,110554710,221.172504,446.693376,0.0011930627399124206(0.0)
425,2; 0; 2,"(10514, 10514)",0,110549453,221.130448,335.54432,0.0005983740906231105(0.0)
426,2; 0; 4,"(10514, 10514)",0,110546824,221.109416,281.018368,0.0003013614902738482(0.0)
427,2; 0; 8,"(10514, 10514)",0,110545510,221.098904,253.755392,0.00015457572997547685(0.0)
428,2; 1; 1,"(10514, 10514)",0,110554710,221.172504,446.693376,0.0015751188597641886(0.0)
429,2; 1; 2,"(10514, 10514)",0,110549453,221.130448,335.54432,0.0007906814105808734(0.0)
430,2; 1; 4,"(10514, 10514)",0,110546824,221.109416,281.018368,0.00041299803066067396(0.0)
431,2; 1; 8,"(10514, 10514)",0,110545510,221.098904,253.755392,0.0002568514307495207(0.0)
432,2; 0; 1,"(10606, 10606)",0,112497842,225.05932,455.081984,0.0012149246502667665(0.0)
433,2; 0; 2,"(10606, 10606)",0,112492539,225.016896,341.835776,0.0006096292100846767(0.0)
434,2; 0; 4,"(10606, 10606)",0,112489887,224.99568,285.212672,0.0003062515100464225(0.0)
435,2; 0; 8,"(10606, 10606)",0,112488561,224.985072,257.949696,0.0001570595207158476(0.0)
436,2; 1; 1,"(10606, 10606)",0,112497842,225.05932,455.081984,0.0015478833799716085(0.0)
437,2; 1; 2,"(10606, 10606)",0,112492539,225.016896,341.835776,0.0007802622893359512(0.0)
438,2; 1; 4,"(10606, 10606)",0,112489887,224.99568,285.212672,0.00044553232961334286(0.0)
439,2; 1; 8,"(10606, 10606)",0,112488561,224.985072,257.949696,0.00029322987073101105(0.0)
440,2; 0; 1,"(10697, 10697)",0,114436506,228.937194,463.470592,0.0012345187703613192(0.0)
441,2; 0; 2,"(10697, 10697)",0,114431157,228.894402,348.127232,0.0006193087494466454(0.0)
442,2; 0; 4,"(10697, 10697)",0,114428483,228.87301,291.504128,0.00031178042059764265(0.0)
443,2; 0; 8,"(10697, 10697)",0,114427146,228.862314,262.144,0.0001592141797300428(0.0)
444,2; 1; 1,"(10697, 10697)",0,114436506,228.937194,463.470592,0.0016074245900381356(0.0)
445,2; 1; 2,"(10697, 10697)",0,114431157,228.894402,348.127232,0.0007933918503113091(0.0)
446,2; 1; 4,"(10697, 10697)",0,114428483,228.87301,291.504128,0.00041072074905969204(0.0)
447,2; 1; 8,"(10697, 10697)",0,114427146,228.862314,262.144,0.0002574328298214823(0.0)
448,2; 0; 1,"(10788, 10788)",0,116391732,232.848192,467.664896,0.0012540122191421687(0.0)
449,2; 0; 2,"(10788, 10788)",0,116386338,232.80504,352.321536,0.0006289916997775435(0.0)
450,2; 0; 4,"(10788, 10788)",0,116383641,232.783464,293.60128,0.0003163978399243206(0.0)
451,2; 0; 8,"(10788, 10788)",0,116382292,232.772672,264.241152,0.00016195605043321847(0.0)
452,2; 1; 1,"(10788, 10788)",0,116391732,232.848192,467.664896,0.0015790228801779449(0.0)
453,2; 1; 2,"(10788, 10788)",0,116386338,232.80504,352.321536,0.0009847419906873255(0.0)
454,2; 1; 4,"(10788, 10788)",0,116383641,232.783464,293.60128,0.0006257880700286478(0.0)
455,2; 1; 8,"(10788, 10788)",0,116382292,232.772672,264.241152,0.0002958814799785614(0.0)
456,2; 0; 1,"(10878, 10878)",0,118341762,236.748792,476.053504,0.0012757305603008718(0.0)
457,2; 0; 2,"(10878, 10878)",0,118336323,236.70528,358.612992,0.0006381242198403924(0.0)
458,2; 0; 4,"(10878, 10878)",0,118333603,236.68352,299.892736,0.0003236581105738878(0.0)
459,2; 0; 8,"(10878, 10878)",0,118332243,236.67264,270.532608,0.0001639668399002403(0.0)
460,2; 1; 1,"(10878, 10878)",0,118341762,236.748792,476.053504,0.0018081851804163307(0.0)
461,2; 1; 2,"(10878, 10878)",0,118336323,236.70528,358.612992,0.0015052293601911515(0.0)
462,2; 1; 4,"(10878, 10878)",0,118333603,236.68352,299.892736,0.000587374500464648(0.0)
463,2; 1; 8,"(10878, 10878)",0,118332243,236.67264,270.532608,0.0002665092388633639(0.0)
464,2; 0; 1,"(10967, 10967)",0,120286056,240.637914,484.442112,0.0012930525094270707(0.0)
465,2; 0; 2,"(10967, 10967)",0,120280572,240.594042,364.904448,0.0006485307402908802(0.0)
466,2; 0; 4,"(10967, 10967)",0,120277830,240.572106,304.08704,0.0003267866198439151(0.0)
467,2; 0; 8,"(10967, 10967)",0,120276459,240.561138,274.726912,0.00016698972904123367(0.0)
468,2; 1; 1,"(10967, 10967)",0,120286056,240.637914,484.442112,0.0016388071794062853(0.0)
469,2; 1; 2,"(10967, 10967)",0,120280572,240.594042,364.904448,0.0008241626597009599(0.0)
470,2; 1; 4,"(10967, 10967)",0,120277830,240.572106,304.08704,0.000453484239988029(0.0)
471,2; 1; 8,"(10967, 10967)",0,120276459,240.561138,274.726912,0.0003026999405119568(0.0)
472,2; 0; 1,"(11055, 11055)",0,122224080,244.51449,492.83072,0.0013220841297879814(0.0)
473,2; 0; 2,"(11055, 11055)",0,122218552,244.470266,371.195904,0.0006615405599586665(0.0)
474,2; 0; 4,"(11055, 11055)",0,122215788,244.448154,310.378496,0.0003353561705444008(0.0)
475,2; 0; 8,"(11055, 11055)",0,122214406,244.437098,278.921216,0.0001717509189620614(0.0)
476,2; 1; 1,"(11055, 11055)",0,122224080,244.51449,492.83072,0.0016644870897289366(0.0)
477,2; 1; 2,"(11055, 11055)",0,122218552,244.470266,371.195904,0.0008495415898505599(0.0)
478,2; 1; 4,"(11055, 11055)",0,122215788,244.448154,310.378496,0.0004556982102803886(0.0)
479,2; 1; 8,"(11055, 11055)",0,122214406,244.437098,278.921216,0.00026610918925143776(0.0)
480,2; 0; 1,"(11143, 11143)",0,124177592,248.422042,501.219328,0.0013361047604121268(0.0)
481,2; 0; 2,"(11143, 11143)",0,124172020,248.377466,377.48736,0.0006687711901031435(0.0)
482,2; 0; 4,"(11143, 11143)",0,124169234,248.355178,314.5728,0.00033697211998514833(0.0)
483,2; 0; 8,"(11143, 11143)",0,124167841,248.344034,283.11552,0.00017205758951604366(0.0)
484,2; 1; 1,"(11143, 11143)",0,124177592,248.422042,501.219328,0.001707392770331353(0.0)
485,2; 1; 2,"(11143, 11143)",0,124172020,248.377466,377.48736,0.0008546094503253699(0.0)
486,2; 1; 4,"(11143, 11143)",0,124169234,248.355178,314.5728,0.0005361672490835189(0.0)
487,2; 1; 8,"(11143, 11143)",0,124167841,248.344034,283.11552,0.0003040527005214244(0.0)
488,2; 0; 1,"(11229, 11229)",0,126101670,252.270714,509.607936,0.0013552852196153254(0.0)
489,2; 0; 2,"(11229, 11229)",0,126096055,252.225794,383.778816,0.0006778707401826978(0.0)
490,2; 0; 4,"(11229, 11229)",0,126093248,252.203338,320.864256,0.00034169281949289145(0.0)
491,2; 0; 8,"(11229, 11229)",0,126091844,252.192106,289.406976,0.00017412999994121493(0.0)
492,2; 1; 1,"(11229, 11229)",0,126101670,252.270714,509.607936,0.0018320063804276288(0.0)
493,2; 1; 2,"(11229, 11229)",0,126096055,252.225794,383.778816,0.0009380098094698042(0.0)
494,2; 1; 4,"(11229, 11229)",0,126093248,252.203338,320.864256,0.0008243640791624784(0.0)
495,2; 1; 8,"(11229, 11229)",0,126091844,252.192106,289.406976,0.0003695193596649915(0.0)
496,2; 0; 1,"(11316, 11316)",0,128063172,256.19424,517.996544,0.0013725728204008192(0.0)
497,2; 0; 2,"(11316, 11316)",0,128057514,256.148976,390.070272,0.0006873018201440572(0.0)
498,2; 0; 4,"(11316, 11316)",0,128054685,256.126344,325.05856,0.00034683089936152103(0.0)
499,2; 0; 8,"(11316, 11316)",0,128053270,256.115024,293.60128,0.0001764688000548631(0.0)
500,2; 1; 1,"(11316, 11316)",0,128063172,256.19424,517.996544,0.0018376247806008905(0.0)
501,2; 1; 2,"(11316, 11316)",0,128057514,256.148976,390.070272,0.0009775657602585852(0.0)
502,2; 1; 4,"(11316, 11316)",0,128054685,256.126344,325.05856,0.00048804398975335064(0.0)
503,2; 1; 8,"(11316, 11316)",0,128053270,256.115024,293.60128,0.0003943276102654636(0.0)
504,2; 0; 1,"(11401, 11401)",0,129994202,260.05681,522.190848,0.0014094990200828762(0.0)
505,2; 0; 2,"(11401, 11401)",0,129988501,260.011202,392.167424,0.0006971239403355866(0.0)
506,2; 0; 4,"(11401, 11401)",0,129985651,259.988402,327.155712,0.00035190397058613597(0.0)
507,2; 0; 8,"(11401, 11401)",0,129984226,259.977002,295.698432,0.00017929893918335437(0.0)
508,2; 1; 1,"(11401, 11401)",0,129994202,260.05681,522.190848,0.0018703021795954556(0.0)
509,2; 1; 2,"(11401, 11401)",0,129988501,260.011202,392.167424,0.0009777194401249288(0.0)
510,2; 1; 4,"(11401, 11401)",0,129985651,259.988402,327.155712,0.0006737429997883737(0.0)
511,2; 1; 8,"(11401, 11401)",0,129984226,259.977002,295.698432,0.0003669775708112866(0.0)
512,2; 0; 1,"(11486, 11486)",0,131939682,263.94828,530.579456,0.001414446469862014(0.0)
513,2; 0; 2,"(11486, 11486)",0,131933939,263.902336,398.45888,0.0007079252996481955(0.0)
514,2; 0; 4,"(11486, 11486)",0,131931067,263.87936,333.447168,0.0003566463093739003(0.0)
515,2; 0; 8,"(11486, 11486)",0,131929631,263.867872,299.892736,0.00018136493046768008(0.0)
516,2; 1; 1,"(11486, 11486)",0,131939682,263.94828,530.579456,0.0019264401902910322(0.0)
517,2; 1; 2,"(11486, 11486)",0,131933939,263.902336,398.45888,0.0009239907294977456(0.0)
518,2; 1; 4,"(11486, 11486)",0,131931067,263.87936,333.447168,0.0004885742906481028(0.0)
519,2; 1; 8,"(11486, 11486)",0,131929631,263.867872,299.892736,0.0003260897402651608(0.0)
520,2; 0; 1,"(11571, 11571)",0,133899612,267.86865,538.968064,0.0014341911894734949(0.0)
521,2; 0; 2,"(11571, 11571)",0,133893826,267.822362,404.750336,0.0007177424104884267(0.0)
522,2; 0; 4,"(11571, 11571)",0,133890933,267.799218,337.641472,0.0003611457906663418(0.0)
523,2; 0; 8,"(11571, 11571)",0,133889487,267.78765,304.08704,0.00018394469982013106(0.0)
524,2; 1; 1,"(11571, 11571)",0,133899612,267.86865,538.968064,0.001917852449696511(0.0)
525,2; 1; 2,"(11571, 11571)",0,133893826,267.822362,404.750336,0.0009486846695654094(0.0)
526,2; 1; 4,"(11571, 11571)",0,133890933,267.799218,337.641472,0.0005630618601571768(0.0)
527,2; 1; 8,"(11571, 11571)",0,133889487,267.78765,304.08704,0.0004935117100831121(0.0)
528,2; 0; 1,"(11654, 11654)",0,135827370,271.724664,547.356672,0.0014528726099524646(0.0)
529,2; 0; 2,"(11654, 11654)",0,135821543,271.678048,411.041792,0.0007276449806522578(0.0)
530,2; 0; 4,"(11654, 11654)",0,135818629,271.654736,343.932928,0.00036731953034177425(0.0)
531,2; 0; 8,"(11654, 11654)",0,135817172,271.64308,310.378496,0.00018620174960233272(0.0)
532,2; 1; 1,"(11654, 11654)",0,135827370,271.724664,547.356672,0.0019149465998634695(0.0)
533,2; 1; 2,"(11654, 11654)",0,135821543,271.678048,411.041792,0.0009035038598813116(0.0)
534,2; 1; 4,"(11654, 11654)",0,135818629,271.654736,343.932928,0.0004991697811055928(0.0)
535,2; 1; 8,"(11654, 11654)",0,135817172,271.64308,310.378496,0.00034934946917928754(0.0)
536,2; 0; 1,"(11737, 11737)",0,137768906,275.608234,555.74528,0.0014727378496900202(0.0)
537,2; 0; 2,"(11737, 11737)",0,137763037,275.561282,417.333248,0.000737496359506622(0.0)
538,2; 0; 4,"(11737, 11737)",0,137760103,275.53781,348.127232,0.00037095329025760293(0.0)
